image_stem,title,subheadline,author,body
Trome_2019-12-23_20,Datazos,NA,NA,"Lionel Messi arribó ayer a Rosario en un avión privado y luego se fue manejando solo hasta su casa, donde ya lo esperaba su familia para pasar unos días de vacaciones. Edison Mena, futbolista ecuatoriano de 23 años del LDU de Quito, falleció ayer en un accidente de tránsito."
Trome_2020-04-27_4,'El Rafa' asaltaba en mercados,Con 'Katiri' robaba a personas que iban a hacer sus compras. Policía lo atrapó con revólver y dos celulares robados.,NA,"Todas las mañanas salía a hacer de las suyas cerca de mercados y parques de San Juan de Lurigancho. El venezolano Rafael Antonio Herrera González (19), 'El Rafa', fue interceptado por la Policía al ser presunto integrante de la banda 'Los Raquetes de Las Flores', que solía asaltar a transeúntes amenazándolos con disparares. Ocurrió al mediodía cuando la víctima, un hombre de 43 años, caminaba por la cuadra 7 del jirón Las Bellezas, urbanización San Silvestre, con dirección a un mercado para realizar compras. De pronto, fue interceptado por dos maleantes. 'El Rafa' y su cómplice, apodado 'Katiri', encañonaron a la víctima y la despojaron de un moderno celular y 70 soles. 'La amenazaron con un arma de fuego para que no oponga resistencia. Si lo hacía, le iban a disparar', dijo un testigo. Los ladrones escaparon a la carrera, pero detrás de ellos fueron efectivos de Inteligencia de la Región Policial Lima que los seguían los pasos desde hace días. Arma alquilada. En cuestión de minutos, lograron dar alcance a 'El Rafa' a dos cuadras del lugar de robo. En su poder tenía un revólver con dos municiones y dos celulares. El extranjero aceptó haber participado en el robo y dijo que el arma había sido 'alquilada' por dos días. Por su parte, el agraviado señaló a las autoridades que la víctima también había obtenido de una venta e iba a ser destinado a la compra de alimentos. Según la Policía, 'Los Raquetes de Las Flores' sería una banda de venezolanos y peruanos que perpetraría asaltos en todo San Juan de Lurigancho."
Trome_2020-04-27_4,Capturan a miembro de 'Los Federales',Banda de secuestradores,NA,"Cuando salía de su guarida, en Comas, fue intervenido Jorge Rodriguez Pedro, de 17 años, 'Tompito', quien integraría la banda 'Los Federales', autora del secuestro de dos empresarios por quienes exigían medio millón de soles. Detectives Antibandas de la Dirincri que le seguían los pasos, lo atraparon en la cuadra 5 del jirón Loreto, cuarta zona de Collique. Se le incautó una pistola. Según las pesquisas, 'Tompito' sería uno de los que, en marzo, raptor a un distribuidor de huevos y a un corredor inmobiliario. Días después, ambos fueron liberados en Santa Rosa, tras un enfrentamiento donde fue baleado el suboficial William Ríos."
Trome_2020-04-27_4,Balea perdida le cae en La Parada,A joven,NA,"En pleno corazón de La Parada, un joven resultó gravemente herido de un balazo en el cuello al verse en medio de un enfrentamiento a balazos entre delincuentes y la Policía, en La Victoria. Juan Meléndez Espíritu (26) se desplazaba por la avenida 28 de julio, cerca de la urbanización Manzanilla, cuando el proyectil le impactó. Herido, fue trasladado al Hospital Hipólito Unanue. Los médicos diagnosticaron herida de bala con orificio de entrada. Efectivos de la Dirincri investigan el caso."
Trome_2020-04-27_4,Ofrecían 15 mil soles por 'Ojón',La Victoria,NA,"Pese a que está postrado en una silla de ruedas, salió a dar un paseo y cayó. Percy Jesús Castro Huanaco (26), 'Ojón', fue capturado en La Victoria por efectivos Antibandas de la Dirincri al tener requisitoria por el delito de robo agravado. 'Ojón' era ayudado por una mujer en la cuadra 1 de la calle Benito Pardo. El sujeto está incluido en el Programa de Recompensas del Ministerio del Interior y se ofrecía 15 mil soles por su captura."
Trome_2020-04-27_4,Chapan a 'Cojo Damián' con drogas,Jicamarca,NA,"En su 'búnker' de Jicamarca, en el jirón José Luis Damián Moreno (38), 'Cojo Damián', fue capturado por la Policía que lo acusa de vender droga. Agentes del Escuadrón de Emergencia Este 1 y de la comisaría de Jicamarca lo intervinieron y en el interior de su inmueble encontraron mil 380 kilos de pasta básica de cocaína, 180 gramos de pasta básica de cocaína sólida, más de 11 mil soles, tres motocicletas de dudosa procedencia, 2 balanzas electrónicas, un comedor y utensilios para el envasado de droga. Fue trasladado al Depincri San Juan de Lurigancho 1."
Trome_2021-05-22_1,Mañana se puede salir sin carro,"Atenderán centros comerciales, supermercados y restaurantes para reactivar la economía. Reiteran que multa por manejar auto sin permiso es de 6 mil 450 soles.",NA,NA
Trome_2021-05-22_1,Indecisos decidirán la elección,Debates serán claves para Castillo y Keiko,NA,NA
Trome_2021-05-22_1,Asaltan pollería y los chapan a balazos,"Policías les cayeron cuando escapaban, en Los Olivos",NA,NA
Trome_2021-05-22_1,'Tigre' vota por Paolo y Lapadula,Para partidos ante Colombia y Ecuador,NA,NA
Trome_2021-06-15_20,Verónica lloró por vacuna,Cuenta que se aplicó primera dosis contra el coronavirus por pertenecer al grupo de personas con enfermedades raras y huérfanas. El domingo fue su cumpleanos y su mejor reglao fue recibir la llamada de Federico.,NA,"Verónica Linares contó que ayer lloró de la emoción al recibir la primera dosis de la vacuna contra el coronavirus y viene contando los días para que Federico Salazar regrese a la conducción de 'América noticias: Primera edición'. 'Me emocioné hasta las lágrimas. La verdad que estamos en medio de esta pandemia, a pesar de los esfuerzos del Gobierno, todavía nos falta bastante. Cómo mucho otros peruanos, salgo diariamente a trabajar y lo que estamos frente a la televisión no usamos mascarilla y luego de lo que le pasó a Federico estaba asustada, pero al haber estado con una persona contagiada y salir negativa, me confirmé que fuimos muy cuidadosos. Es un alivio tener mi primera dosis', dijo la periodista. Comentaste que recibiste la vacuna porque estás en la lista de personas con enfermedades raras y huérfanas, ¿cuál es tu mal? Muchas personas me comentaron que habían aparecido sus enfermadees, decidí mirar y me di cuenta de que decía ‘Trombosis’ y hace cuatro años me operé de lo mismo. Entonces, le pregunté a mi doctor si la trombosis que tuve es la misma que aparecen el listado y me dijo 'eres candidata a la vacuna'. Así que me mandó mi certificado indicando la patología y saliendo del trabajo me fui a vacunar al Parque de la Exposición, donde están acudiendo los rezagados de las personas con enfermedades raras. Hace poco nos enteramos de que Federico Salazar superó el coronavirus, ¿te has comunicado con él? Sí, ayer domingo cumplió 45 años y uno de mis grandes regalos fue que Federico me llamó. Solo nos comunicamos por WhatsApp, y lo noté bien tranquilo y estaba contento. Fue un regalo muy lindo que me llamé y hablemos después de mucho tiempo."
Trome_2021-06-15_20,Ricky vuelve a la tele,Con programa 'Lucha emprendedor' por Viva TV,NA,"Ricky Trevitazzo contó que regresa a la televisión por la señal de Viva TV. 'Esta semana empezaré a grabar ‘Lucha emprendedor’ y ayudar a todos los que están luchando por salir adelante. Yo estoy haciendo de todo, pues no hago privaditos porque lo más importante es la salud', dijo."
Trome_2021-06-15_20,Monique con fuertes dolores,NA,NA,"Monique Pardo contó que tiene fuertes dolores en la espalda, tras su caída en 'El artista del año'. 'Tengo un fuerte dolor en la espalda, pero que es el pulmón. No culpo a Gisela, pero me hubiera gustado que me llamara, espero que no me abandone. Yo fui al programa con la mejor disposición para entretener al público', señaló."
Trome_2021-06-15_20,Kevin se achora con Micheille,Afirma que tiene muchas cosas que contar de ella,NA,"Kevin Blow aseveró que no cree que Micheille Soifer se haya referido a él cuando afirmó que sufrió maltrato físico y psicológico por parte de una exparejas. 'Ojalá (que sus declaraciones) no sean para mí, porque la verdad que la respuesta será fuerte. Estoy preguntando a ella qué pasó, pero no me ha respondido', comentó el cantante desde República Dominicana.  ¿Te sorprendió sus declaraciones? La verdad, no, sé de lo que es capaz. Ella sabe lo que yo sé y puedo decir, no sé por qué seguir provocando una respuesta que no le conviene.  ¿Te llegó a denunciar por agresión psicológica y física por la vía legal? No. Ella dijo que había un proceso, pero no le creo. Como se sabe, Michelle Soifer contó que vivió una verdadera pesadilla con una de sus exparejas."
Trome_2021-06-15_20,"Hola, mi barrunto",Ampay,NA,"Lleog embaladita para contarles las últimas de ‘Chollywood’… Natalie Vértiz regresó a Lima junto a Yaco y su pequeño Liam, afirmando que ya tiene 31 semanas de embarazo y está ansiosa por tener a su bebé en brazos. Babero de los papis... Rodrigo González y Peluchín Mandros estuvo posando para fotos durante el último sábado hizo un show para un quince en 'El artista del año'. Aniel Pozo y Julián Alexander fueron ampayados por Amor y Teldgi cenando, pero no dieron detalles de su relación. Sin embargo, el productor dijo que la hija de Gisela 'es una gran chica'. En América hoy vacilan a Gisela diciendo que 'tiembla' y déjase aproveche para colocar a gente para no llevarme a su super. Que chisme. Kathy Carrera, quien dio positivo para coronavirus, dijo que se estaba pasando mal con enfermedad en su inicio. Brenda Zambrano tiene covid y contagió. Fuerza... Así como Hugo García dio vuelta a la página y ya tiene a Alexandra Balercín, su novio Fiorella dice que tiene nueve galas. ¿Por Aline Griffo? Si porque mi amorcito es venezolana me parece que esta noche gana por goleada... Suuuuaaaave."
Trome_2022-04-15_28,El Búho y la Semana Santa,PicoTV,El Búho,"Este Búho continúa con su columna sobre Semana Santa. ¿Qué pasaría si trasladamos a los personajes políticos de la actualidad a los pasajes bíblicos? Entonces encontraríamos que Vladimir Cerrón sería 'Barrabás', el terrible delincuente que fue condenado por sus robos. Karelim López también podría encarnar a María Magdalena, que se vendía al mejor postor por las obras en el Ministerio de Transportes, pero como la mujer de las Santas Escrituras se arrepintió de sus pecados y se acogió a la colaboración eficaz. César Acuña sería Poncio Pilatos, porque olímpicamente se lava las manos por los votos de sus congresistas que blindan de la vacancia al mandatario. Los 'Niños' no tienen perdón. Pedro Castillo como presidente podría ser 'Judas', que traicionó al pueblo que lo eligió presidente, por miserables 'diezmos' de las constructoras a las que les hacía 'el pase' con el Ministerio de Transportes —según la tesis de la fiscalía— para millonarios contratos. Recibo más correos de mis jóvenes lectores. 'Búho, ¿pero quién sería el 'Judas' de Pedro Castillo?'. También me hice la misma pregunta. Hay varios que se van a atraer ahora que el chófer va camino al calvario, pero el líder es Bruno Pacheco. ¿Y qué le dijo monseñor Pedro Barreto al mandatario y todo su gabinete? 'Señor, perdónelos porque no saben lo que hacen'. Los sobrinos del presidente. Yenifer Vásquez Castillo y Gian Marco Castillo, hoy prófugos de la justicia, serían Dimas, el 'choro' bueno, y Gian Marco 'Gestas', el malo. Este columnista recuerda que nadie salía de viaje en estos días de reflexión y recogimiento. Esta vez, la Panamericana Sur fue un 'calvario' la noche del miércoles donde miles de conductores causaron un inmenso caos, todos se iban en dirección al sur, a las playas, los balnearios. Igual los muchachos en buses, camionetas, autos y motos, para sumergirse en la llamada 'semana diabla'. Las cajas de chelas, six pack de los principales centros comerciales se agotaron, al igual que las tortas derones con Coca Cola. Recuerdo que a los doce años vi la ópera rock 'Jesucristo Superstar' (1973) en el cine Orrantia de San Isidro, en ese tiempo uno de los mejores del Perú. Esa película del cineasta canadiense Norman Jewison, se basó en el musical de Andrew Lloyd Webber y Tim Rice. Su impacto generó profundos lectores; unos protestaban ante lo que creían una 'traición' del Mesías, que prefiere sacrificarse en el calvario en vez de usar su poder para una revolución. Otros creen que su líder 'es hijo de Dios'. En medio de todo surge María Magdalena, la prostituta, abiertamente enamorada de Jesús. La extraordinaria cantante israelí Yvonne Elliman, quien en el tema 'No sé cómo amarlo' sostenía que estaba enamorada de él como hombre y no como una divinidad. El filme y el disco, controversiales para la época, se convierten con el tiempo en objeto de culto. Y todos los años las parroquias católicas de todos los sectores escenifican 'Jesucristo Superstar'. Mención aparte merece la versión española con el gran Camilo Sesto y la dominicana Ángela Carrasco en el papel de María Magdalena. Apago el televisor."
Trome_2023-12-28_24,Alefredo Benavides lo cuenta todo,Se confiesa en Café con la Chévez,NA,NA
Trome_2023-12-28_24,El ranking de El Búho (II),NA,El Búho,"Este Búho continúa con su esperado ranking de fin de año. No manden emisarios, alcahuetes ni 'filósofos' para evitar que los incluya en mi lista. Estoy en una hermosa playa a fecha no tengo amigos y voy con todo. Y ya saben, el que se pica pierde. La caída del año: La de la fiscal Patricia Benavides, quien pasó de héroe a villana y fue separada de su cargo por la Junta Nacional de Justicia. Reitero: Se trata de una guerra de poderes en el Ministerio Público que tiene para varios capítulos más. Acá no hay héroes, y menos Rafael Vela y Domingo Pérez. El 'chicharrón' de prensa: El detenido Mauricio Fernandini mintió hasta en RPP jurando incialmente que en el escándalo de Marka Group, solo ‘le hizo en favor’ a su prima hermana, amiga de Sada Goray. No solo lo despidieron de la emisora. La propia prima lo 'echó' de recibir en su departamento 'bateas' con dinero para 'coimear' a Pedro Castillo. Cruzó la línea. La ostra del año: La del 'Doctor Anemia' Vladimir Cerrón. Colocó a su hermanito Waldemar en la directiva del Congreso, sigue digitando las votaciones de Perú Libre, mantiene influencia con la presidenta Dina Boluarte a pesar de estar prófugo de la justicia con dos sentencias y dos órdenes de captura. Y todavía manda a su madre anciana a encadenarse en el Poder Judicial mientras 'tuitea' todo el día como 'mono con metralleta'. El lapsus brutus: Una 'perla' más de César Acuña, el dueño de la Universidad César Vallejo en pleno discurso de recibimiento al gerente de la empresa de telefonía china Huawei, así que el mundo confundió con el gerente de la empresa teamwork americana: 'Dios había supuesto que tenemos al gerente de Hawaii, Hawaii...'. Los que se fueron: El periodista Luis 'Oso' Miranda, los cantantes 'Tongo', 'La Princesita Milly' de Pinturas Roja, el gran artista Ivan Cruz, el actor 'Pipo' Gallo, la primera actriz Mariella Trejos y el 'Macho' Lizandro Meza. La sinvergüenza: La congresista de Podemos, Digna Calle, quien vivió todo el año en Miami sin asistir al Congreso, votando virtualmente desde su piscina sin dejar de cobrar un sol. La denunciaron por abandono de cargo, pero la Comisión de Ética la acaba de 'salvar' con una 'amonestación escrita'. Increíble. La pelea televisiva: Magaly Medina y Juliana Oxenford se jalaron de las trenzas. A raíz de las protestas de la rubia por su salida de ATV, la ‘Urraca’ le dijo que 'la sacaron por bajo rating' y 'yo pedí tu cabeza por castillista'. Juliana le mandó un misil deseándole que por 'Navidad reciba menos carteras caras y más amor'. El mejor comediante: Este año se destacó el gordito Alfredo Benavides. Hilarantes sus imitaciones de 'Beto Tortis', 'Piolín', 'Cherry' y 'El almirante Montoya'. El imitador también demostró que es tremendo 'calentador'. El disfraz del año: El uniforme de 'Ranger' de Chuck Norris que usó el ministro del Interior, Víctor Torres, cuando salió ante la prensa a presentar capturados por la masacre en Pataz. Lo malo es que presenta supuestos culpables que al final resultan inocentes y terminan en libertad. 'El Palomilla de Ventana': José Sabogal, el que fuera administrador de Alianza, que se la quiso dar de vivo y ordenó el apagón en Matute para aguar la celebración alos de la 'U'. Maniobra que dejó en ridículo a los íntimos a nivel internacional. La mejor reportera: El terror de los congresistas, Juana Avellaneda de 'Contra Corriente' por Willax TV. El mejor entrevistado: Mario Ghibellini en 'Hora y treinta' por Canal N. La incendiaria: La congresista Sigrid Bazán se desesperó cuando las marchas ya no generaban impacto y pidió muertes. 'Las protestas legítimas y pacíficas no generan cambio; las protestas tienen que incomodar [...]'. Y luego hemos pasado de que la gente que protesta ahora tiene que morir’. El pez por la boca muere. Me quedé corto. Mañana continúo. Apago el televisor."
trome_2024-07-12_1,Cueva pierde la cabeza por Pamela,Esposa denuncia a jugador ante la Policía por abandono de hogar,NA,NA
trome_2024-07-12_1,Toledo llora en prisión,Pide a jueza que lo mande a hospital,NA,NA
trome_2024-07-12_1,Costa salta de Alianza a la U,Cremas despiden delantero Dorregaray,NA,NA
trome_2024-07-12_1,Pollito a la brasa es el rey,Peruanos consumen más de 150 millones de platos al año,NA,NA
