image_stem,title,subheadline,author,body
Gestion_2015-01-30_1,Créditos a empresas serán más dinámicos que para las personas,Proyección de los bancos,NA,"La banca se mostrará más activa en desdolarizar los préstamos y facilitar los créditos en soles. Eduardo Torres Llosa, Gerente general de BBVA: 'No habrá un crecimiento muy significativo de los créditos de consumo y vehiculares. En el caso de los hipotecarios, estimamos que van a crecer en 14%, aproximadamente'. Óscar Rivera, Presidente de la Asociación de Bancos: 'La tasa de crecimiento del crédito puede ser un 15%, y acelerarse el próximo año. Pero hay un tema que preocupa: el político. Todos debemos empujar para enfriar ese tema'."
Gestion_2015-01-30_1,Cincuenta franquicias arribarán al mercado peruano este año,Inversión,NA,Nuevas marcas llegarán con expectativas de invertir entre US$700 mil y US$1.5 millones por local.
Gestion_2015-01-30_1,Futuro de la 'U' en espera,"En esta edición, el plan",NA,NA
Gestion_2015-01-30_1,Pese a medidas regiones no van a poder gastar todo su presupuesto,Alonso Segura,NA,"Ministro de Economía apuesta por cartera de US$20 mil millones en infraestructura, pero Confiep cree que monto es conservador."
Gestion_2016-01-04_32,"""De joven hacía teatro y aprendí técnicas que hoy me sirven""",Las artes escénicas le enseñaron técnicas que el gerente de Unidad de Negocios de Starbucks aplica en su liderazgo.,Stephanía Palomino,"Hace 21 años, Christian Bedriñana era un joven estudiante de teatro y trabajador de la tienda KFC. Frió papas, limpiaba baños y atendía a los clientes. Hoy, el actual gerente de Unidad de Negocios de Starbucks Perú recuerda aquellos años y rescata algunos de los valores aprendidos durante esta entrevista. ¿Cuándo llegó a la compañía? Empecé como cajero, limpiando mesas y baños en KFC, hice línea de carrera hasta llegar a ser gerente de tienda y así fui avanzando. ¿Qué rescata de esa experiencia? Todo es rescatable. He vivido muchas anécdotas, algunas que puedo contar y otras que no (risas). Hay una que recuerdo mucho, e incluso tengo impreso el correo que envió una señora en agradecimiento al servicio que nosotros le dimos en el cumpleaños de su hijo. ¿Considera que un líder debe conocer de todo un poco? El haber vivido todas esas etapas me da un cable a tierra para recordar en dónde empecé, porque a veces los líderes podemos olvidarnos las bases. Yo aún tengo mi gafete que decía: Christian. ¿Es superdetallista? Soy muy estructurado. Manejo mi agenda en el Outlook, mis reportes directos manejan mi agenda y ponerme las reuniones que ellos crean necesarias. ¿Las reuniones empiezan con su respectiva cata de café? Claro, ese es uno de los muchos ritos que tenemos, cada reunión siempre empieza con una cata de café. Nos turnamos, puedo dirigirla yo o mi compañero. ¿Tiene algo mágico? Tiene ese poder de conectar con las personas. El café es un pretexto que pones al medio, luego tendrás un grupo de personas interactuando. ¿En qué momento toma las mejores decisiones? Cuando era joven hacía teatro y aprendí algunas técnicas que hoy me sirven. Me encantaría retomarlo, soy un actor frustrado. ¿En qué sentido? El actor se nutre de experiencias, de colores, de vivencias. Para mí es importante hacer eso. Trato de conocer gente de otras latitudes, visitar otras tiendas de Starbucks de la competencia, a veces se me ocurren cosas, las anoto y le pregunto a alguien de mi equipo qué es lo que piensa sobre ello. Las decisiones en conjunto son las que más valoro. Es indispensable que mi equipo esté involucrado."
Gestion_2016-01-04_32,Hoja de vida,NA,NA,Nombre: Christian Bedrinana. Profesion: Administración de Empresas. Cargo: Gerente de Unidad de Negocios de Starbucks Perú. Café favorito: Espresso Macchiato Doble.
Gestion_2016-01-04_32,En corto,NA,NA,"Experiencia. Muchos de los productos antes de ser lanzados ya habían sido aprobados por el paladar de Bedrinana. Sin embargo, el ejecutivo, a pesar de ser coffee master, no se considera un experto, sino que espera que las decisiones se tomen en consenso."
Gestion_2017-02-14_19,Donald Trump y Vladimir Putin podrían reunirse antes de julio,Asesor de seguridad de Trump se encuentra en una controversia por haberse reunido con embajador ruso antes de elecciones.,NA,"(Reuters) El Kremlin dijo que se ha conversado sobre una posible reunión entre el presidente Vladimir Putin y su homólogo estadounidense, Donald Trump, antes del encuentro del G-20 en julio, pero que no hay nada específico hasta ahora. Ambos líderes nunca se han reunido, pero han dicho que quieren tratar de reparar los maltrechos lazos entre Estados Unidos y Rusia, que cayeron a su nivel más bajo desde la Guerra Fría después de la anexión rusa de la península ucraniana de Crimea en 2014. Sin embargo, el nuevo Gobierno estadounidense está bajo presión por sus lazos con Rusia, luego de que Michael Flynn, asesor de seguridad nacional de Trump, busca superar una controversia originada por una conversación telefónica que sostuvo con el embajador de Rusia en Estados Unidos, Sergei Kislyak, antes de que Trump asumiera el cargo. Sanciones. Altos funcionarios de la Casa Blanca han estado revisando el fin de semana los contactos de Flynn para indagar si discutió la posibilidad de levantar las sanciones estadounidenses contra Rusia una vez que Trump asumiera el cargo, lo cual podría violar una ley que prohíbe a ciudadanos particulares involucrarse en política exterior. Cuando se le preguntó sobre esto, el portavoz del Kremlin, Dmitry Peskov, dijo en una conferencia telefónica que Flynn y Kislyak no habían conversado sobre el levantamiento de las sanciones contra Moscú. 'Obviamente, cada embajador informa al centro (Moscú) sobre todos los contactos que tiene para que la información llegue a nosotros, pero no estamos dispuestos a comentar las discusiones internas que se sostienen en Washington', dijo Peskov. Corea del Norte. De otro lado, el Pentágono condenó enérgicamente la más reciente prueba de misil de Corea del Norte y dijo que el compromiso de EE.UU. de proteger el territorio patrio y a aliados como Japón y Corea del Sur es 'invulnerable'. 'Somos capaces de defender contra un ataque de un misil balístico norcoreano y vamos a tomar todas las medidas necesarias para disuadir y derrotar amenazas a nuestro territorio y ciudadanos y a los de nuestros aliados', dijo el portavoz del Pentágono."
Gestion_2017-02-14_19,Analizarán motivaciones de Trump para veto migratorio,Proceso judicial,NA,"El fiscal general del estado de Washington prometió descubrir 'lo que realmente motivó' el decreto de Trump sobre inmigración, un paso que podría provocar un inusual análisis público sobre cómo un mandatario de EE.UU. toma decisiones de seguridad nacional. El fiscal general de Washington, Bob Ferguson, señaló que buscará con ahínco obtener los documentos escritos y los correos electrónicos redactados por funcionarios del Gobierno que podrían contener evidencia de que la orden ejecutiva era inconstitucionalemente sesgada contra los musulmanes o el Islam. Expertos legales dicen que esto podría llevar a los tribunales a aguas inexploradas."
Gestion_2017-02-14_19,Vicepresidente en lista negra,Venezuela,NA,"EE.UU. incluyó al vicepresidente de Venezuela, Tareck El Aissami, y a uno de sus colaboradores en una lista negra por narcotráfico, la primera medida del Gobierno de Donald Trump contra funcionarios de la administración del presidente Nicolás Maduro por lavado de dinero y tráfico de drogas."
Gestion_2017-02-14_19,Niega intención de protección,Brasil,NA,"El presidente de Brasil, Michel Temer, dijo que no interferiría en las investigaciones sobre corrupción en el país y negó haber designado a un estrecho asesor como ministro de su Gabinete para protegerlo de un eventual procesamiento judicial."
Gestion_2017-02-14_19,México todavía no detecta aumento de deportaciones desde Estados Unidos,Reporte,NA,"(Reuters) El canciller de México, Luis Videgaray, dijo que el número de mexicanos deportados de EE.UU. no ha aumentado en el comienzo del Gobierno de Donald Trump, en medio de reportes de operativos contra inmigrantes ilegales en varias ciudades de ese país. El funcionario dijo a Televisa que el número de deportaciones se mantenía estable comparado con el año pasado y que incluso se ubicaba ligeramente por debajo. 'La cifra de deportados se mantiene (...) No hemos visto todavía ningún incremento', dijo Videgaray. No obstante, el secretario de Relaciones Exteriores de México destacó que se han triplicado las llamadas telefónicas diarias de mexicanos en consulados o representaciones haciendo preguntas o quejas en torno a los procedimientos de deportaciones. La semana pasada agentes federales arrestaron a cientos de migrantes indocumentados en al menos cuatro ciudades de EE.UU."
Gestion_2017-02-14_19,Fiscalía chilena viaja a Brasil para recopilar información de OAS,Investigación,NA,"(Gestión) Jorge Abbott, el fiscal Nacional de Chile se reunirá este viernes con el Procurador General de Brasil, Rodrigo Janot, con miras a cooperar en una investigación sobre aportes irregulares de la constructora OAS a campañas políticas. El diario chileno La Tercera indicó que la reunión se enmarca en la convocatoria del fiscal brasileño a las autoridades de diversos países que vienen investigando posibles actos de corrupción dentro del caso Lava Jato. La fiscalía chilena dijo en un comunicado que la reunión busca 'intercambiar información, facilitar el contacto con todos los fiscales del caso Lava Jato y atender las peticiones de colaboración internacional que puedan presentarse'. La semana pasada, la revista brasileña Veja aseguró que en las declaraciones de los ejecutivos de OAS fue mencionado un supuesto aporte a la campaña de la actual presidenta chilena, Michelle Bachelet, quien negó tajantemente la acusación."
Gestion_2017-02-14_19,"Panamá. La fiscalía especial anticorrupción de Panamá pidió a Interpol emitir una alerta roja para detener a dos hijos del expresidente Ricardo Martinelli, señalados en el escándalo de sobornos de Odebrecht. Ricardo y Luis Enrique Martinelli habría recibido más de 20 millones de euros.",Otrosí digo,NA,"Panamá. La fiscalía especial anticorrupción de Panamá pidió a Interpol emitir una alerta roja para detener a dos hijos del expresidente Ricardo Martinelli, señalados en el escándalo de sobornos de Odebrecht. Ricardo y Luis Enrique Martinelli habría recibido más de 20 millones de euros."
gestion_2017-06-14_32,Enoturismo o las largas rutas para los apasionados del vino,"Viajes que combinan cultura y gastronomía. Los conocedores de la materia pueden lanzarse a la búsqueda especializada de las mejores variedades de cepas. En tanto, los que comienzan en este tipo de travesías pueden llegar a una ciudad base y hacer el tour desde ahí.",RIPE - Red Iberoamericana de Prensa Económica / La República de Colombia,"El enoturismo, o turismo enfocado en las zonas de producción vinícolas, es un plan obligatorio en los viajes de cualquier apasionado de los vinos. Regiones como Borgoña, Burdeos y Alsacia (Francia) cobran un protagonismo indiscutible en este tipo de ruta, pero también se cuentan destinos como Italia, Sudáfrica, Argentina y —un poco menos tradicional— Estados Unidos. Este país cuenta con una importante producción de vinos y que se ha especializado en promover el turismo para que los conocedores visiten el valle de Napa, en California, región vitivinícola más importante de dicha nación. La ruta enológica. La aventura que lo espera en una región vinícola vale por sí sola la experiencia. En una bodega se pueden conocer hasta 25 etiquetas; eso sin contar variedades y tipos, como espumantes, vinos tintos, blancos, brandy, aceites de oliva, vinagres, entre otros productos. Sin embargo, si posee más experiencia en la materia, una buena forma de lanzarse por esta ruta es buscar las mejores variedades de acuerdo al gusto. 'Una ruta enológica depende de la cepa que más gusta. Si disfruta mucho el cabernet sauvignon, podría preferir Francia', recomienda Pascal Hel, propietario y sommelier investigador del Chateaux de Pascal. Argentina, por citar otro ejemplo, es imprescindible si su cepa favorita es el malbec. Hel también sugiere: 'Un ejercicio muy interesante es estudiar el contraste de los dos mundos: el nuevo continente y el antiguo, pues aunque tomes de la misma cepa, el vino no va a ser el mismo'. Potencial turístico. Si bien el vino es el objetivo principal de este tipo de turismo, la experiencia puede trascender el gusto por la bebida. Muchas bodegas no solo ofrecen rutas por sus instalaciones, sino también catas y degustaciones, así como talleres e incluso paseos a caballo para disfrutar de los entornos naturales en los alrededores de las viñas. Para Marco Pastrana, propietario de la consultora de vinos Marvinik, el enoturismo es una manera de explorar la riqueza gastronómica y cultural de un lugar. 'Muchas veces, la gente va a los museos, restaurantes, etc.; pero siendo que esa no es la mejor forma de conocer la cultura local. Mi manera preferida es yendo a los viñedos, porque llegas a tener contacto con familias tradicionales, de las que se pueden conocer todas las costumbres, pues los viñedos tienen más de 50 años y muy seguramente son familias tradicionales las que mantienen la producción de vinos', considera Pastrana. Recomendaciones y precios. Para aquellos quienes comienzan en el mundo del enoturismo, es recomendable llegar a una ciudad base (como Florencia para realizar la ruta de la Toscana) y a partir de ahí hacer el tour con empresas que ofrezcan el paseo en casas de prestigio. Viator, de TripAdvisor, y Visitchile son algunos ejemplos que ofrecen tours desde US$90. También se pueden consultar webs especializadas en enoturismo y que recomiendan casas, hoteles, transportes y más."
Gestion_2018-06-01_6,Southern Copper ya acepta que Tía María no se iniciará por el momento,Espera obtener permisos de construcción para este año,Wilfredo Huanachín Osorio,"Empresa busca tener las condiciones sociales adecuadas para iniciar construcción del proyecto. Inició diálogo con sindicatos para mejoras salariales y bonos, igual a operaciones en Chile. La minera Southern Copper espera que las obras de construcción por el proyecto de cobre Tía María (Arequipa) no se iniciarán por el momento, señaló el vicepresidente de finanzas Raúl Jacob. En declaraciones a Bloomberg, Jacob indicó que la empresa está a la espera de que se obtenga el permiso de construcción para el desarrollo del proyecto, una inversión de US$1,400 millones. 'Apuntamos a obtener el permiso de construcción de Tía María de parte del Gobierno peruano para este año. En ese caso se debería comenzar a trabajar en la mina en el 2019, siempre que las condiciones sociales sean las adecuadas', afirmó Jacob a Gestión. Señaló que la empresa 'necesita estar segura' de que hay una aceptación pública en la zona, a fin de que se eviten complicaciones cuando comiencen los trabajos de construcción. Monitoreos. En meses anteriores, representantes de Southern esperaban este año obtener el permiso de construcción y con ello iniciar obras en Tía María (Gestión 22.03.2018). Jacob anotó que Southern Copper inició conversaciones con el Gobierno para la obtención de los permisos. Agregó que las encuestas en el valle de Tambo indicarían que la población está a favor del proyecto. Asimismo, señaló que Southern Copper inició conversaciones salariales con cuatro de los seis sindicatos que operan en las unidades mineras en el Perú. Las conversaciones están enfocadas a temas sobre condiciones laborales y salarios, así como obtención de bonos similares a Chile. 'Continúa el diálogo con los sindicatos. Estamos optimistas en que arribaremos a un acuerdo satisfactorio para ambas partes', comentó Jacob al respecto. Percepción del mercado. Marco Contreras, jefe de análisis de la sociedad agente de bolsa Kallpa SAB, sostuvo que el anuncio de inicio de construcción de Tía María para el 2019 es un hecho positivo, debido a que el mercado ya tenía conocimiento de que el proyecto no se construiría dentro de uno a dos años. Agregó que, a la fecha, Tía María presenta valor a la empresa, pero que, según la visión del mercado, el mayor valor se concentra en las minas que Southern tiene hoy en México y Perú (Toquepala y Cuajone)."
Gestion_2018-06-01_6,"Desde este mes, Hochschild Mining inicia exploraciones en proyecto en Nevada",Metales preciosos,Diana Chávez,"La minera Hochschild Mining Plc iniciará exploraciones en metales preciosos en Estados Unidos este mes. 'Esperamos comenzar a explorar un proyecto en Nevada', señaló el gerente general de la empresa, Ignacio Bustamante. En el marco del 13° Simposio Internacional del Oro y la Plata, organizado por la SNMPE, Bustamante comentó que la empresa continúa con sus trabajos exploratorios en Apurímac, Arequipa y Ayacucho. Prospectos avanzados. También comentó que ya están en la tercera semana de trabajos en el proyecto de oro Loro, en Chile, tal como anunciamos (Gestión 07.05.2018). 'El presupuesto del año en exploraciones greenfield en Chile, EE.UU. y Perú es de US$10 millones', comentó a Reuters. La mitad de esa inversión se ejecutará en el Perú, acotó. Sobre el prospecto de oro Corina (Apurímac) dijo que este proyecto tiene perspectivas geológicas interesantes y podría ser una fuente adicional de mineral para su planta Selene. Producción. Respecto al desempeño de Hochschild, Bustamante refirió que este año va a ser 'muy parecido' al 2017, cuando produjo 513,598 onzas equivalentes de oro. 'Esto enfrentando por supuesto retos de incremento de costos de insumos, los cuales tenemos que asegurarnos de combatirlo con productividad, innovación y consiguiendo la máxima eficiencia posible a nivel de nuestros equipos en la mina, en la planta', subrayó. Sobre la evolución del precio de la plata, Bustamante señaló que 'en general, las perspectivas de largo plazo son positivas, porque cada vez es más difícil encontrar nuevos recursos de plata'."
Gestion_2018-06-01_6,Las claves,NA,NA,"Las claves. Fomento social. Southern promovería capacitación en soldadura y operación de máquinas a los pobladores de la zona para el desarrollo de Tía María. Alternativas. Jacob señaló que parte de trabajadores de la empresa se retirará en los próximos años y se espera reclutar a habitantes del valle de Tambo para construcción de proyecto. Estimados. De llegar a producción, Tía María llegaría a producir más de 120,000 toneladas de cobre al año. En corto. Michiquillay. La agencia estatal ProInversión indicó que en dos semanas suscribirá contrato con Southern para el desarrollo del proyecto de cobre Michiquillay (Cajamarca), y que tiene un valor de US$2,000 millones. La entidad señaló que tras la suscripción del contrato, la empresa tendrá un asiento en el Fondo de Adelanto Social, en reemplazo de ProInversión."
Gestion_2018-06-01_6,En corto,NA,NA,"Michiquillay. La agencia estatal ProInversión indició que en dos semanas suscribirá contrato con Southern para el desarollo del proyecto de cobre Michiquillay (Cajamarca), y que tiene un valor de US$ 2,000 millones. La entidad señaló que tras la suscripción del contrato, la empresa tendrá un asiento en el Fondo de Adelanto Social, en reemplazo de ProInversión."
Gestion_2019-07-12_8,Smartwatch que convierte su pantalla en una tableta,Wearables,NA,IBM ha planteado la idea de un smartwatch que podría ampliar el tamaño de su pantalla hasta tener un panel del tamaño de un smartphone e incluso de una tableta. La caja del reloj tendría como ocho paneles montados unos sobre otro que podrían ampliarse.
Gestion_2019-07-12_8,Producción de café en el mundo,Café,NA,"Los productores de café de Brasil vendieron grandes volúmenes de café en los mercados de futuros de Nueva York y Londres la semana pasada. Según caficultores, aprovecharon un alza de los precios por el temor al impacto de heladas en las regiones de cultivo."
Gestion_2019-07-12_8,Ferrocarril Trasandino responde a comisión del Congreso,Aludan a errores en informe,NA,"Después que la Comisión de Comercio Exterior del Congreso aprobara un informe en el que pide el cese del contrato de concesión del Ferrocarril del Sur Oriente, Ferrocarril Trasandino S.A. respondió a través de una carta remitida a este diario, en la que indica que el informe ha incurrido en varios errores. Uno de los puntos que se señalan es que el Ministerio de Transportes y Comunicaciones se abstenga de otorgar adendas que amplíen el plazo de concesión y se obtengan mejores condiciones de acceso al mercado de operadores de servicios ferroviarios."
Gestion_2019-07-12_8,"Producción diaria llega a 5,000 barriles",PetroTal,NA,"Dentro de los resultados operativos al primer semestre del año 2019, PetroTal señaló que a partir de junio último registraron una producción diaria de 5,000 barriles de crudo limpio con bajo azufre en el lote 95 (Loreto), cumpliendo las expectativas para los primeros seis meses del año. La petrolera avanza en el proyecto de construcción del nuevo muelle embarcadero de Bretaña, con un costo de US$500,000."
Gestion_2019-07-12_8,Subasta a partir de setiembre,Doe Run Perú,NA,"El administrador concursal de Doe Run Perú, Carlos Carrizales, aseguró que entre setiembre y octubre se hará la subasta de activos (Refinería de La Oroya y mina Cobriza) de la empresa. En agosto, la junta de acreedores aprobó los términos de la subasta. Agregó que se están tomando las medidas de seguridad pertinentes tras un vertimiento de relaves ocurrido en Cobriza el miércoles 10 de julio. Por otro lado, se hizo una actualización de activos fijos de La Oroya, y trascendió que esta llega a US$112.8 millones, mientras que Cobriza estaría en US$24.2 mlls. Fuentes del sector dijeron que el valor de la unidad minera Cobriza (operación y nuevas áreas exploradas) se calcula entre 47.1 y 54.2 millones de dólares."
Gestion_2019-07-12_8,En la oferta de app The Fork,Gastronomía,NA,"Restaurantes peruanos o con sede en el país, estarán dentro de la oferta de la aplicación de The Fork, que es filial de TripAdvisor. Esto tras el anuncio de la llegada de esta plataforma a América Latina con la compra de Restorando, que es usada por más de 4.5 millones de personas al año."
Gestion_2019-07-12_8,Quiere crecer 20% en ventas,Atlas Copco,NA,"Atlas Copco Perú, de origen sueco, apunta duplicar la venta de su línea de equipos de aire comprimido en el 2022, y acaba de realizar una operación de venta de equipos de esta línea para el proyecto minero Quellaveco. Este año versus el 2018, la compañía espera crecer 20% en sus ventas."
Gestion_2021-08-23_1,Siete de cada diez alquileres ya se pagan en dólares,Se proyecta que mora puede subir a más del 25% si continúa aumento del dólar,NA,"Alza del tipo de cambio en los dos últimos meses aceleró decisión de los propietarios para cambiar condición de los contratos. Hasta junio, el 50% de los alquileres se pagaba en soles. La mayoría de los acuerdos de arrendamiento no cuenta con una cláusula de desalojo notarial express."
Gestion_2021-08-23_1,En cinco días se definirán cambios en las restricciones por el covid,Hay 144 casos de variante Delta,NA,Desde este miércoles 25 se iniciará la vacunación a personas mayores de 36 años. La situación en el Perú se vuelve complicada cuando ocurren 9 mil casos de contagios por semana. El objetivo del Ministerio de Salud es superar a fin de mes los 8 millones de personas vacunadas con dos dosis.
Gestion_2021-08-23_1,"Depósitos en el exterior de personas y empresas crecen US$7,296 mlls.",Informe del BCR,NA,NA
Gestion_2021-08-23_1,Hay 38 empresas que ingresan a proceso concursal por insolvencia,Se acogen a esquema de Indecopi,NA,Nuevas solicitudes en el año ya superaron a las que se presentaron durante todo el 2020. Procesos pueden terminar en reestructuración o liquidación de las compañías.
Gestion_2021-08-23_1,Catastro nacional de predios es una reforma urgente,Luis Alberto Arias,NA,Exjefe de la Sunat plantea que no solo abarque a las viviendas sino también a los predios de uso comercial e industrial.
Gestion_2021-08-23_1,Ya se tiene lista iniciativa para construir tren en el sur que transporte producción minera,Iván Merino,NA,Ministro de Energía y Minas anuncia que se impulsará proyecto bajo un esquema público-privado. Sostiene que de nada vale que el país sea el mayor productor de algún mineral si su población no tiene ningún beneficio.
Gestion_2021-08-23_1,Subasta de Parque Industrial de Ancón atrae a 13 postores,Inversión de US$762 millones,NA,NA
Gestion_2021-08-23_1,"AP a favor de voto de confianza, resto de oposición no decide",Gabinete Bellido,NA,NA
Gestion_2021-08-23_1,Electrodomésticos quedan sin margen para ofertas,Impacto del alza del dólar,NA,NA
