image_stem,title,subheadline,author,body
Publimetro_2017-07-27_16,¿En qué ministerios debería hacer cambios Kuczynski?,La pregunta del día,Diethell Columbus,"Me parece que debe haber tres cambios en el gabinete. Primero, en la presidencia del Consejo de Ministros, pues el presidente Kuczynski debería buscar a un premier a tiempo completo y no tener a Fernando Zavala 'dobleteando' en Economía. El segundo sería en el Ministerio de Justicia y Derechos Humanos. Debe tener a alguien no solo con formación jurídica, sino con experiencia en gestión. Si bien Marisol Pérez Tello es abogada, su labor ha sido solo la de una congresista fiscalizadora. Y el tercer cambio sería en el Ministerio de Salud, pues hemos visto reportajes sobre el SIS con casos de mujeres que dan a luz varias veces en un año y otras perlas. Hay una administración deficiente. Kuczynski ya debe haber evaluado nombres y espero que esta vez no sean de su entorno, sino de otras fuerzas políticas. Creo que Zavala, además, ha fracasado como articulador político del gobierno. No ha podido manejar al fujimorismo, él mismo lo ha admitido, por lo que está de más en el cargo. 'Lo primero es la presidencia del Consejo de Ministros. No puede tener a Zavala dobleteando en Economía'."
Publimetro_2017-07-27_16,NA,Los lectores responden,Leonardo Torres,"Diría que Basombrio, en Interior. Este ministro no ha sabido manejar las presiones internas y no ha tomado una postura seria ante la inseguridad."
Publimetro_2017-07-27_16,NA,Los lectores responden,Miguel Cárdenas,En ninguno. Dejen a los ministros trabajar tranquilos. Los cambios de timón a estas alturas no son buenos para el gobierno.
Publimetro_2017-07-27_16,NA,Los lectores responden,Miriam Gómez de la Barra,"Educación, Interior y Salud. Y tener, además, la decisión de manejar al país como presidente, sin dejarse presionar por Fuerza Popular."
Publimetro_2018-03-08_16,¿Qué buena noticia se merecerían hoy las mujeres en su día?,La pregunta del día,"Liz Meléndez, Directora del Centro de la Mujer Peruana Flora Tristán","Que se agende un Pleno Mujer, es decir, un Pleno en el Congreso donde se ponga a debate y votación los proyectos legislativos pendientes a favor de nuestros derechos. Por ejemplo, la norma relacionada a la imprescriptibilidad de los delitos sexuales. Así, las mujeres podrían denunciar las agresiones sexuales sin que el delito prescriba. Muchas mujeres no hablan de sus ataques hasta muchísimos años después. Además, hay otros proyectos para que se mejore la normativa de las mujeres gestantes y las madres, con el fin de que haya una mayor fiscalización de las normas actuales. Asimismo, es importante ampliar los permisos a los padres para impulsar la mutua responsabilidad en el cuidado de los hijos. También se debería declarar en emergencia la situación de violencia contra las mujeres. Esto implicaría que el Ministerio de Economía y Finanzas apruebe partidas extraordinarias para la lucha contra la violencia de género. 'Que se ponga a debate y votación los proyectos legislativos pendientes a favor de los derechos de las mujeres'."
Publimetro_2018-03-08_16,NA,Los lectores responden,Ángel Loayza,"Que cada vez que una mujer vaya a una comisaría a denunciar violencia familiar se le escuche y atienda dignamente, en vez de preguntarle: '¿Qué habrás hecho, pues?'."
Publimetro_2018-03-08_16,NA,Los lectores responden,Sofía Huillca Guevara,Una buena noticia sería la legalización del aborto y la igualdad de derechos y oportunidades.
Publimetro_2018-03-08_16,NA,Los lectores responden,Katia Terrones,Que haya leyes más severas para los maltratadores. Y que las autoridades no justifiquen la violencia diciendo: 'Seguro tú lo hiciste enojar'.
Publimetro_2019-02-28_8,Cardenal Pell también será investigado en el Vaticano,NA,Agencias,"El Vaticano anunció ayer que abrirá una investigación canónica interna sobre el cardenal australiano George Pell (77), uno de los asesores más cercanos del Papa Francisco, declarado culpable de violación a dos menores por la justicia de su país. El fallo judicial fue hecho público el pasado martes 26 en Melbourne. La condena podría ser de hasta 50 años de prisión. 'Después de la condena en primera instancia del cardenal Pell, la Congregación para la Doctrina de la Fe se ocupará de este caso según las modalidades y los plazos establecidos por el Derecho canónico', anunció el portavoz del Vaticano, Alessandro Gisotti. Pell, efectivamente, ingresó el martes último a la cárcel de Melbourne."
Publimetro_2019-02-28_8,Guaidó se reúne con Bolsonaro en Brasil,NA,Agencias,"Juan Guaidó, presidente encargado de Venezuela, llegó anoche a Brasil para reunirse hoy con el mandatario Jair Bolsonaro en Brasilia. Guaidó viajó a Colombia el viernes pasado para participar en la frustrada operación del ingreso de la ayuda humanitaria por Cúcuta, y asistir el lunes en Bogotá a una reunión del Grupo de Lima sobre la situación de su país. De otro lado, se reportó que 85 militares venezolanos desertaron y cruzaron la frontera hacia Colombia. Desde el 23 de febrero, ya 411 lo han hecho."
Publimetro_2019-02-28_8,'Optimismo' entre Trump y Kim Jong-un,Conversaron durante dos horas en Vietnam. Se espera que la cumbre culmine hoy con un acuerdo sobre armas nucleares.,Agencias,"El presidente estadounidense, Donald Trump, y el máximo líder norcoreano, Kim Jong-un, se reunieron y cenaron juntos ayer en Hanói (Vietnam). Allí, expresaron su optimismo en llegar a un acuerdo sobre las armas nucleares norcoreanas. 'Pienso que será muy exitoso', dijo Trump en referencia al encuentro, antes de comenzar una reunión de dos horas y cenar junto a Kim en el lujoso Hotel Metropole de la capital vietnamita. Ambos se dieron la mano y sonrieron frente a una tarima con una docena de banderas de Estados Unidos y Corea del Norte. Tras la foto protocolar, respondieron brevemente a las preguntas de los periodistas presentes. 'Estoy seguro de que esta vez habrá grandes resultados que serán bien recibidos por todos', declaró el líder norcoreano. 'Lo haré lo mejor que pueda para que eso ocurra'. Por su parte, Trump reiteró el mensaje que ha enviado a Pyongyang desde hace varios meses: si Kim accede a prescindir de su armamento nuclear, la economía de Corea del Norte 'tiene un potencial tremendo, increíble, ilimitado' para desarrollarse. 'Estoy deseoso de ver cómo ocurre ese desarrollo y ayudar a que ocurra', agregó Trump. La cita se reanudará hoy y finalizará con una ceremonia de firma de acuerdos. Sin embargo, estos aún no han sido especificados."
Publimetro_2019-02-28_8,Exabogado de Trump lo llama racista y estafador,NA,Agencias,"El exabogado de Donald Trump, Michael Cohen, llamó al presidente de EE.UU. 'racista', 'estafador' y 'tramposo' en un explosivo testimonio dado ayer al Congreso en el marco de las investigaciones del 'Rusiagate'. Cohen dijo estar avergonzado de la década que trabajó para Trump. También reveló que el presidente dirigió las negociaciones para construir una Torre Trump en Moscú durante la campaña electoral del 2016, cuando negaba cualquier vínculo comercial con los rusos. Además, aseguró que el propio Trump le encomendó tramar un plan ilegal para silenciar a Stormy Daniels, la estrella porno con la que habría tenido relaciones."
Publimetro_2019-02-28_8,#BebéMásPequeño,Trending Topics,NA,"El Hospital Keio de Tokio dio ayer de alta médica a un bebé nacido el pasado mes de agosto con 268 gramos de peso y que permanecía desde entonces en una incubadora. Se trata del niño más pequeño del mundo que sobrevive a un parto prematuro. 'Japón y la ciencia luchan por sus niños. Fuerza al #BebéMásPequeño', dijo @ArjaaBB"
Publimetro_2019-02-28_8,#Venecia,Trending Topics,NA,"El Ayuntamiento de Venecia aprobó por primera vez en su historia imponer una tasa de ingreso a los visitantes para ayudar a mantener esta célebre ciudad italiana, considerada Patrimonio de la Humanidad. Los turistas pagarán 3 euros desde este año. El monto se elevará a 6 o hasta 10 euros desde comienzos del 2020. 'El pago en #Venecia vale la pena si es por una buena causa', dijo @GrumpybaldProf."
Publimetro_2019-02-28_8,#ElCairo:,Trending Topics,NA,"Al menos 25 personas murieron y otras 40 resultaron heridas ayer en un accidente de tren en la estación central de El Cairo, Egipto. Un tren fuera de control se estrelló contra un muro de contención y provocó un incendio en el interior de la Estación Ramsés, la principal de la capital egipcia. Imágenes compartidas en redes sociales muestran el andén en llamas y a gente corriendo para socorrer a las víctimas. 'Qué terrible tragedia. No puedo creer lo que pasó en #ElCairo', escribió @SergioNavegante."
Publimetro_2019-11-07_16,Kathryn Hahn,"La actriz estadounidense se mete en la piel de una mujer divorciada que trata de iniciar una nueva vida en Mrs. Fletcher, la nueva comedia de HBO. Ella nos cuenta detalles de esta producción. ",NA,"¿Estás complacida con el show? Estoy realmente emocionada. Es difícil para mí ver el producto con claridad cuando se trata de mi propio trabajo, pero la experiencia de haberlo sacado adelante ha sido genial. Estoy muy orgullosa. Tom Perrotta, creador de la serie, habló de lo importante que era que colaboraras en el programa. Dijo que estabas grabando mientras ocurría el movimiento #MeToo, y que fuiste una gran caja de resonancia para él. Eso es interesante. El movimiento #MeToo todavía está en curso y sigue muy vivo y ruidoso. Todavía hay mucho más que decir. Después de mi primer encuentro con Tom, realmente sentí que era una historia contada desde dos perspectivas diferentes, la de la madre y el hijo. Eso me pareció interesante. Para lograrlo, Tom se rodeó de mujeres muy fuertes. Para mí fue muy importante que haya entendido que era necesario tener en el equipo a la fabulosa productora Helen Estabrook, y una sala de escritores repleta de mujeres. ¿Habías leído el libro? No. Solo tuve un guion del piloto y una reunión con Tom. Nos conocimos, tomamos un trago juntos en algún lugar de Santa Mónica (California, EE.UU.) y tuvimos una charla increíble sobre cosas que nos interesaban mutuamente. Así nació el show. ¿Te intrigaba el personaje de Mrs. Fletcher? ¡Sí! Tengo mucha empatía por esta mujer cargada de tantas etiquetas e identidades que la sociedad puso en ella. Tras el divorcio, ella seguía llamada a ser Mrs. Fletcher, pero era una identidad que debió haber arrojado hace diez años. Conozco a muchas mujeres que aún conservan sus apellidos de casadas. ¿No es raro? Pero creo que ahora está cambiando. Y menos mal, porque la sociedad suele darnos roles que no nos corresponden a nuestra esencia. ¿Cómo te preparaste para este rol? ¿Hubo mucho tiempo de ensayo? No fue suficiente. Solo tuve un par de cenas con Jackson (White), el increíble joven que interpreta a mi hijo, Brendan. Pero realmente tuvimos suerte con la química. Y sucedió lo mismo con el resto del elenco. Todos fueron geniales. Creo que tuvimos suerte. Y es que hemos formado un elenco tan hermoso de humanos, tan únicos y perfectos. Estoy tan enamorada de cada uno de ellos. ''La sociedad suele darnos roles que no corresponden a nuestra esencia'"
Publimetro_2019-11-07_16,Clase y concierto con Yumi Kurosawa,NA,NA,"En el marco de la 47 Semana Cultural del Japón, la artista nipona Yumi Kurosawa, especializada en el instrumento de cuerda koto, ofrecerá hoy (7 p.m.) una presentación didáctica en la Municipalidad de Miraflores (Av. Larco 400). El evento es abierto al público, aunque la capacidad es limitada."
Publimetro_2019-11-07_16,La versión más rebelde de 'Mercuccio' en el Británico,NA,Difusión,"El Centro Cultural Británico de San Borja presentará hoy (7:30 p.m.) la obra unipersonal Mercuccio, dirigida por Jorge Bazalar. En ella, el director reimagina al personaje de Shakespeare como un joven justiciero punk y rebelde, que debe resolver problemas entre dos bandos que se disputan un terreno. Ingreso libre."
Publimetro_2019-11-07_16,Llegó el Veltrac Music Festival,NA,Difusión,"El Parque de la Exposición recibirá hoy desde las 6 p.m. la segunda edición del Veltrac Music Festival (VMF), evento que reúne lo mejor de la actualidad musical mundial y local. Los cabeza de lista este año son los escoceses de Franz Ferdinand, que regresan a nuestro país luego de una década. También estarán presentes los británicos de Hot Chip, el artista urbano Danny Ocean y la cantante electropop chilena Javiera Mena. La cuota peruana la pondrán las bandas Hit La Rosa y Wanderlust. Entradas en www.joinnus.com a S/240 (general)."
Publimetro_2019-11-12_1,Tu voto decidirá si vuelven las mismas caras al Congreso,"Pleno del Jurado Nacional de Elecciones determinó que miembros del Parlamento disuelto el pasado 30 de setiembre sí pueden postular como candidatos en las elecciones de enero del 2020. La naturaleza extraordinaria de este proceso hace que no se aplique el artículo de la Constitución que prohíbe la reelección inmediata de congresistas. Por lo menos, ya hay 17 inscritos para retomar sus curules. ¿Quiénes son?",NA,NA
Publimetro_2019-11-12_1,Así acaba Evo Morales,"Tras renunciar a la presidencia de Bolivia, viajó anoche a México, cuyo gobierno le ofreció asilo por su propia seguridad. Su casa en Cochabamba fue saqueada por una turba.",NA,NA
Publimetro_2019-11-12_1,Figuras de los People's Choice Awards,Avengers: Endgame fue la película más premiada. Robert Downey Jr. fue el mejor actor por su papel de Iron-Man.,NA,NA
Publimetro_2019-11-12_1,147 kilómetros más de ciclovías,Plan de la Municipalidad de Lima al 2020 para unir las ya existentes.,NA,NA
Publimetro_2019-11-12_1,Gobierno apoya a los fiscales,Vicente Zeballos elogia labor del equipo especial para el caso Lava Jato.,NA,NA
Publimetro_2019-11-12_1,Cómo se define el clausura,Cuatro equipos y sus posibilidades de llevarse este título.,NA,NA
