image_stem,title,subheadline,author,body
"correo_2020-04-23_9","Lo virtual es lo real","El viejo reino","Martín Santiváñez","Forma parte del consenso global la idea que sostiene que en toda crisis surge una oportunidad. Entre las muchas oportunidades positivas que emanan de esta crisis que golpea fuerete al Perú (la solidardad, el preocuparse por los más débiles, el patriotismo funcional, etc.) destaca también el rol que juegan las nuevas tecnologías. En efecto, las nuevs tecnologías nos han permitido enfrentarnos al coronavirus al mismo tiempo que muhcos países en todo el planeta. Compartimos preocupación e información y una vez más se ha hecho ralidad el viejo principio sobre el que se funda toda democracia: 'quod omnes tangit ab omnius approbetur'. 'Lo que a todos importa, por todos debe ser aprobado'. El virus nos importa a todos y por todos debe ser combatido. Este es uno de esos momentos estelares que ayudan a forjar la solidaridad entre los pueblos. Como unviersitarios no podemos sino reconocer las inmensas posibilidades que nos ofrece la educación virtual. Lo online es una realidad. Desde hace años empleamos lo más moderno de las nuevas tecnologías para ofrecer a nuestros alumnos un mundo nuevo de posibilidades sin el consentimiento del territorio. Hace décadas Víctor Andrés Belaunde decía que el destino del Perú partía de conquistar su indomable geografía. Hoy, la educación virtual nos permite llevar a cabo este viejo anhelo llevando a todos los rinconces de l Perú una educación de clase mundial. Así parece haberlo comprendido el gobierno que facilita con buen tino, la expansión de la eduación online síncrona, reconociendo su altísima calidad y favoreciendo el uso de la mejor tecnología global. La generación del Bicentenario está absolutamente preparada para este nuevo desafío."
"correo_2020-04-23_9","Gimnasia parlamentaria","Observatorio Constitucional","Carlos Hakansson","El confinamiento para afrontar la expansión del coronavirus ha dado lugar, como es lógico, a una especial atención mediática informando a la población las medidades tomadas por el gobierno para impedir la interrupción de la cadena de pagos, la continuidad para atender servicios mínimos, impulso a la educación virtual, así como cuidado a las personas con emergencia sanitaria, desempleados o en evidente vulnerabilidad. En esta coyuntura, la cobertura periodística entrevista a diversos especialistas médicos, ministros, cibre las conferencias de prensa del gobierno, pero la casi ausente opinión de congresistas llama la atención, siendo la voz de sus representados en todo el país. En una democracia representativa, las irregularidades producidas al momento de afrontar la pandemia deberían liderarse por los políticos en las redes sociales y en contacto con los ciudadanos. Si el recinto congresal se encuentra inoperativo por razones sanitarias, la representación política puede ejercerse en todo momento y lugar. Los portavoces de cada grupo parlamentario deben abrirse espacio en los medios para controlar las acciones del gobierno, fiscalizando el gasto público bajo un estado de emergencia como lo ocurrido con la compra de respiradores inoperativos, mascarillas compradas que no llegaron y pruebas moleculares todavía sin adquirir del extranjero. La declaración de un régimen de excepción fue concomitante con la instalación del Congreso, su nueva composición carece de experiencia, es decir, sin horas de gimnasia parlamentaria, para organizar su trabajo como bancada virtual. La labor de la oposición simboliza un gobierno democrático, no es obstrucción sino poner en práctica la dinámica política bajo la separación de poderes. Es cierto que vivimos un problema que descae en las acciones que deben implementar el ejecutivo con rapidez, pero la voz de nuestros congresistas es importante para que la ayuda llegue a las regiones que representan."
"correo_2020-04-23_9","Botados en Lima","Del director","Iván Slocovich Pardo","De las muchas contingencias que ha generado la pandemia destacan las medidas adoptadas para frenar el avance del coronavirus, que hasta ayer ha costado la vida de 530 personas en nuestro país, una que aún no logra ser resuelta es la existencia de miles de peruanos que por estos días pugnan por volver a sus lugares de origen en diferentes provincias, en vista de que su permanencia en Lima se hace insostenible por la falta de recursos. Los vemos a diario avanzando por la Carretera Central o la Ramiro Prialé, en la zona este, para tratar de llegar a Tarapoto, Pucallpa o el valle del Mantaro; o caminando hacia el sur por Villa El Salvador o Lurín intentnaod hacer una imposible caminata hacia Abancay o Ayacucho. Otros quisieron ir hacia el norte desde la Victoria. También están los que acampan en las puertas del Grupo Aéreo N° 8, en el Callao, esperando vuelso humanitarios jacia sus lugares de origen. Se trata de peruanos que fueron sorprendidos por la cuarentena en Lima y que no tienen cómo seguir sobreviviendo fuera de casa o que simplemente han sido echados de los lugares donde vivían ante la falta de pago. Otros, que son los más vulnerables, son aquellos que estaban internados en diferentes hospitales y que ya fueron dados de dalta, por lo que se quedaron en la calle en compañía de los parientes que los acompañaban. Es claro que estas personas tienen que ser trasladads siguiendo un rígido protocolo sanitario que impida que la enfermedad sea llevada desde Lima a provincias, en caso estén contagiadas. Sin embargo, esto no debería ser impedimiento para atender sus necesidades de movilidad que también afectan a niños, según dimos cuenta en nuestra edición de ayer. Su situación es de verdad dramática. Queda hacer un llamado al Estado para que asista a estas personas, tal como viene apoyando a los otros peruanos varados en el exterior. Pero también la empresa privada puede aportar lo suyo a fin de evitar que se prolongue el sufrimiento de estas familias e incluso convalecientes de enfermedades y operaciones. Ellos tratan de llegar a lugares donde al menos no les faltará asistencia y un plato de comedio en medio de la tragedia. Otros, que son los más vulnerables, son aquellos que estaban internados en diferentes hospitales."
"correo_2018-03-19_1","¿Para qué le vamos a pagar a Trump un montón de plata?","En testimonio ofrecido a 'Lava Jato', PPK justifica venta de una de sus casas a la empresa de su hija argumentando que lo hizo para no abonar impuestos en EE.UU.","NA","NA"
"correo_2018-03-19_1","Yoshiyama y Bedoya impedidos de dejar el país por 18 meses","NA","NA","NA"
"correo_2018-03-19_1","Rusia: Putin extiende su mandato hasta el 2024","Gana elecciones","NA","NA"
"correo_2018-03-19_1","'Mudo' Rodríguez sufre lesión en Colombia","Es duda para duelo ante Croacia","NA","NA"
"correo_2020-08-03_1","Van con confianza","El gabinete de Pedro Cateriano espera obtener hoy el voto de investidura del Congreso","NA","El premier deberá aterrizar los anuncios del mensaje de 28 de julio, presentar una nueva estrategia para el combate al coronavirus y exponer los lineamientos para la reactivación económica, entre otros temas."
"correo_2020-08-03_1","El gobierno enviará comisión de alto nivel para diálogo en Espinar","NA","NA","NA"
"correo_2020-08-03_1","Pensión de orfandad: Cada dos meses se entregarán S/400","NA","NA","NA"
"correo_2020-08-03_1","Guerrero anota e Inter pasa a la final del torneo gaucho","NA","NA","NA"
"correo_2021-04-23_3","Ha cambiado de la noche a la mañana","Candidata de FP considera difícil que alguien le pueda creer a Castillo y lo compara con Hugo Chávez, que decía una cosa y hacía otra","Damián Retamozo","Desde Chanchamayo, en la selva central, donde inició ayer su campaña nacional, Keiko Fujimori confrontó el súbito cambio de discurso de su adversario Pedro Castillo. Fujimori le reiteró al maestro cajamarquino la pregunta de la víspera: '¿Va a cerrar el Congreso para hacer una Asamblea Constituyente como lo han anunciado todos sus voceros y el señor Gerrón?'. '(Castillo) lo ha venido diciendo toda la primera vuelta. Así, es poco creíble que el día de hoy (diga lo contrario). El lobo aunque se vista de cordero, lobo es. Los rojos siempre van a ser rojos aunque quieran ahora verse como rosaditos', ironizó la aspirante presidencial. 'Su plan de gobierno es muy claro', prosiguió. 'Ahí lo señala. Hay que preguntarle sobre todo a quien es la voz fuerte, el señor Vladimir Cerrón, realmente qué es lo que va a hacer'. Fujimori trajo a colación declaraciones recientes de los virtuales congresistas de Perú Libre como Zaira Arias y Samuel Coayla. 'Ayer han sido muy claras las declaraciones de los voceros que han anunciado el control y revisión de los contenidos de los medios de comunicación. Han anunciado el cierre de programas de TV, del Congreso de la República, para convocar a una Asamblea Constituyente. Todo eso genera muchísima preocupación', manifestó. En opinión de Fujimori, el mejor ejemplo de lo que pasa en Venezuela es la presencia en nuestro país de un millón de venezolanos. 'Ellos pueden dar fe de lo que significó el doble discurso de Hugo Chávez, que decía una cosa en el discurso y luego hacía otra cosa. Creo que eso es lo que pasa ahora con el señor Castillo', resaltó. EL FACTOR CERRÓN. Con todos estos elementos, para Fujimori sería 'poco creíble que ahora, de la noche a la mañana, después de todo lo que ha pregonado en la primera vuelta, alguien le pueda creer a Castillo'. Respecto del rol de Vladimir Cerrón, presidente de Perú Libre, dijo: 'Es el ideólogo, la persona que toma las decisiones en ese partido. Está en permanente contacto con (Nicolás) Maduro. Visitó hace poco Venezuela'. En cuanto a la reciente encuesta de Datum, la candidata comentó: 'La campaña recién empieza'. Fujimori conversó con la prensa luciendo un nuevo look: la clásica camiseta blanquirroja del seleccionado peruano de fútbol. No exhibió ningún símbolo partidario de Fuerza Popular. 'Y aquí mi mensaje más importante: dejamos los colores naranjas para ponernos la camiseta del Perú. Este partido lo jugamos por todos los peruanos pero sobre todo por el Perú que queremos para nuestros hijos', enfatizó. Luego, remarcó que su mensaje es claro contra el comunismo. 'No queremos que nuestro país se convierta en un país con lucha de clases'."
"correo_2021-04-23_3","NA","NA","NA","Álvaro Vargas Llosa, periodista e hijo del Premio Nobel de Literatura Mario Vargas Llosa, se refirió a la posibilidad de que el candidato presidencial de Perú Libre, Pedro Castillo, gane las elecciones en esta segunda vuelta y sea elegido presidente del Perú. En ese sentido, aseguró que existe un serio riesgo de que una dictadura perpetua se instale en el país, la misma que no solamente destruirá las libertades, sino que también empobrecerá y hará que retrocedamos 50 años. Además, el escritor afirmó que en estas comicios 'está en juego la supervivencia de la democracia'. 'No hay tiempo que perder, cuando uno cree que la supervivencia de la República está en peligro (...), hay que tomar partido lo antes posible', aconsejó. En diálogo con Canal N, Vargas Llosa consideró que la familia de Keiko Fujimori y su partido Fuerza Popular pagaron un precio muy alto por los errores del pasado. 'Cuando ella nos dice que se compromete firmemente a respetar la democracia, la libertad de expresión y la independencia del Poder Judicial, lo que observo allí es una persona que ha ido aprendiendo en cierta forma de los golpes de los últimos años', sostuvo. Resaltó que hay ciertas cosas que la sociedad no va a permitir e incluso dijo darle el 'beneficio de la duda'. En otro momento, hizo un llamado para todos los que están pensando votar en blanco o viciado, pues no se llegará al 66% requerido para anular las elecciones y solo favorecerá a Pedro Castillo. 'Está en juego, repito, la supervivencia de la democracia, de la libertad y de la República', reafirmó. Por último, señaló que hay que tener las cosas muy claras y las ideas muy lúcidas: 'Hay que tener una composición del lugar muy completa y tanto mi padre como yo tenemos eso extremadamente claro (...), porque está en juego la supervivencia de la República'. El pedido de Álvaro Vargas Llosa llega unos días después de que su padre publicara la columna 'Asomándose al abismo', en la que recordó que combatió el fujimorismo, sin embargo, hizo un llamado a los peruanos a votar por Keiko, pues 'representa el mal menor'. 45 años de edad tiene la candidata presidencial Keiko Fujimori."
"correo_2021-05-03_20","El teatro es una herramienta de formación social","Catedrático acaba de publicar su libro 'Katarsis', una serie de artículos de reflexión sobre las artes escénicas peruana de los últimos años","Bryan Paredes","RUBÉN QUIROZ, filósofo peruano. El filósofo Rubén Quiroz ha reunido sus columnas sobre el teatro peruano, escritas en un medio local desde 2017 hasta los primeros meses de la pandemia, en su reciente libro 'Katarsis' (Máquina Purísima, 2020). Sus reflexiones han captado la transición de las artes escénicas locales de lo presencial a lo virtual. Sin embargo, apunta Quiroz, hay tendencias que no han cambiado como el centralismo de un par de distritos limeños y la oportunidad perdida de convertir el teatro en una herramienta cívica y social. ¿Qué patrones has identificado en el teatro peruano de los últimos años? Hay un crecimiento de propuestas heterogéneas: equipos y compañías teatrales que se han atrevido a experimentar, tanto a nivel temático como formal. Pero no en toda Lima o lugares importantes del país, sino en algunos distritos con las condiciones e infraestructuras. Hay básicamente un crecimiento muy concentrado pero no distribuido equitativamente.Un segundo patrón es que hay una afirmación en esas propuestas de teatro peruano: historias contextualizadas en el país, que reflexionan sobre el contexto social, con diferentes estilos. Un centralismo desde Lima, a pesar de que hay grupos de teatro en regiones... El centralismo es estructural. Lo que Valdomar dijo hace muchos años, que el Perú es Lima, Lima es el jirón de la Unión y el jirón de la Unión es el Palais Concert, sigue cruelmente vigente. Porque parte de la historia de cómo se ha ido redistribuyendo la cultura también responde a cómo se organiza el Perú: un país centralista. Lo mismo se refleja en los sectores culturales. ¿Qué tan estéril es mantener esa mirada de un par de distritos? Es un tipo de teatro distrital, más que peruano. Un enfoque peligrosamente elitista, que no tiene un enlace con la comunidad que requiere de una educación cívica e incluso estética a través del teatro. Y parte de un punto de vista también turístico. Lima tiene 10 millones de habitantes, 43 distritos y una cultura viviente, muy dinámica, pero los actores y equipos son los mismos de siempre. ¿La virtualidad ha ayudado a cerrar esa brecha? La oferta de las puestas ha usado las herramientas tecnológicas con soltura, aunque las zonas requieren cierta infraestructura tecnológica, y la enorme deficiencia que tenemos a nivel de red. Puede representar una apertura y oportunidad, algunos lo han hecho, pero la debilidad de la infraestructura no lo permite. Antes de la pandemia ya era difícil sostenerse... Mucha de la gente metida en el teatro lo hace por gusto y placer, pero la gran mayoría vive de otro tipo de actividades. El teatro no paga sus cuentas y menos ahora, salvo algunos pequeños grupos que han logrado tener un equilibrio con formatos más comerciales y un gran aparato mediático. ¿Hay alguna posibilidad de cambio? No habrá cambio radical. Probablemente tengamos una ilusión por esta explosión de presencialidad que se dará tras el encierro, pero no habrá cambios substanciales porque en toda la pandemia no ha habido preocupación en ni en la parte estatal ni en la privada para la mejora de la infraestructura. ¿Qué se pierde al dejar de lado al teatro y el arte en general? Hay enormes y poderosas pérdidas. El teatro es una herramienta de liberación individual y de liberación social, muy poderosa para la comunidad humana. Ayuda al pensamiento en equipo, promueve la solidaridad, genera un espíritu de equipo y tolerancia. El teatro tiene que verse como un instrumento de transformación social clave para el país. Hay un tipo de teatro distrital más que peruano."
"correo_2022-11-05_5","Más militantes de PL son designados subprefectos","Cuatro de ellos se afiliaron al partido el 3 de enero de 2022","Sofía López","La repartija de las prefecturas aliadas al Gobierno de Pedro Castillo no cesa a pesar que el pleno del Congreso debatirá muy pronto el proyecto de ley que plantea eliminar a esas autoridades políticas designadas. Y es que ayer en el diario oficial El Peruano se publicaron nuevas designaciones de subprefectos provinciales y distritales, personas que destacan por ser militantes de Perú Libre (PL) por haber tenido la 'suerte' de contratar con el Estado en la actual gestión. ADEPTOS. Consuelo Quinte Amancio fue designado subprefecto distrital de Acobambilla. Huancavelica: Enríquez Dueñas Manzani en el mismo cargo en Santa Rosa. Puno y Óscar Rojas Bustamante en Tocata, Moquegua. Además, Paola Lucía Soto Rojas fue designada subprefecta provincial de Ferreñafe, Lambayeque. La docente ha mostrado su apoyo en redes sociales a Pedro Castillo cuando era candidato desde la primera vuelta. ¿Qué une a los cuatro personajes mencionados? Todos se hicieron militantes del PL el pasado 3 de enero, de acuerdo con información del Registro de Organizaciones Políticas (ROP). UNO MÁS. Hay un quinto militante de PL que fue nombrado subprefecto distrital de Nuevo Occoro, en Huancavelica. Se trata de Dante Javier Acuña, un hombre que ha tenido 'suerte' desde que entró el nuevo Gobierno. Con su RUC 10702492495 ha ganado contratos en 2018 (S/850) y 2019 (S/3,000), sin embargo, en 2021 ha obtenido ingresos por casi S/40 mil. Específicamente, ha contratado desde noviembre del año pasado con la Municipalidad distrital de Nuevo Occoro, zona de la que ahora sería autoridad política. Cabe precisar que Dante Acuña aparece afiliado a PL desde el 22 de setiembre de 2020. También ha contratado con el Estado César Puma Camahuari, hoy nombrado subprefecto distrital de Desaguadero, Puno. Precisamente, con la Municipalidad de esa zona ha obtenido ingresos nueve órdenes de servicio. Por el momento, ha cobrado S/6,600, según el portal de Transparencia del Ministerio de Economía. Finalmente está Dircila Canto Cullamp, excandidata al Congreso por APP y hoy subprefecta en Puente Piedra. De acuerdo con el registro de visitas, ella acudió al despacho de la vicepresidenta y ministra Dina Boluarte el 6 de setiembre de 2022. Ese mismo año contó con la Dirección Regional de Educación de Lima Metropolitana del Ministerio por S/24 mil y, en 2022, por S/9 mil. En tanto, este año tiene una deuda tributaria pendiente por S/3,500.00. Con todo esto, el pleno del Congreso debe agilizar la eliminación de los cargos de prefectos y subprefectos a nivel nacional."
"correo_2022-11-05_5","Beneficio","La dotación de Descentralización tiene 672 cargos que son utilizados para nombrar a simpatizantes o simpatizantes","NA","672 prefectos y subprefectos a nivel nacional son de Perú Libre, es decir, el 42%."
"correo_2022-11-05_5","Unión de Gremios y ADEX piden reunirse con la misión de la OEA","Empresarios buscan exponer la realidad","NA","La Unión de Gremios del Perú, que representa a la micro, pequeña, mediana y gran empresa del país, ha solicitado una entrevista con el Grupo de Alto Nivel de la Organización de Estados Americanos (OEA) que llegará para analizar la situación política. En una carta a Miguel Ángel Trinidad, representante de la Oficina de la Secretaría General de la OEA, explicaron que el objetivo es hacer llegar sus puntos de vista y preocupaciones. Más temprano, la Asociación de Exportadores (ADEX) adelantó que buscarán ser escuchados por la misión y la Dirección de su carta a la OEA. 'La corrupción no debe enquistarse en el país, pues da oportunidades a personas inescrupulosas de negociar los más vulnerables'. Señalaron además que en 18 meses, solo se han conocido demandas contra Pedro Castillo."
"correo_2022-11-05_5","Sala del PJ ordena que se libre a José Luna Morales","Tendrá solo impedimento de salida del país","NA","La Tercera Sala Penal de Apelaciones Nacional concedió la libertad al empresario José Luna Morales, tras declarar fundado en parte su recurso de apelación contra la orden de prisión preventiva por 34 meses que se le impuso en primera instancia. Según la resolución judicial, se levantó la orden de detención que venía cumpliendo Luna Morales por la comparecencia restringida con la obligación de que se le siga por presunta colusión agravada y cohecho activo específico. El también líder y fundador de Lima deberá pagar una caución de 500 mil soles en el plazo de ocho días y no podrá salir del país por 18 meses."
"correo_2022-11-23_20","La gente acude a la televisión para ser escuchada","La presentadora de 'Dilo fuerte' cumple un año en Panamericana con un programa que busca recoger las denuncias de los ciudadanos que no son tomados en cuenta","Johnny Padilla Orbegoso","En tiempos de redes sociales y poderosas plataformas que transmiten contenidos por streaming, la señal abierta televisiva vive momentos expectantes, por eso, cumplir un año al frente de un programa de televisión es todo un mérito. Eso lo sabe muy bien Lady Guillén, quien celebró 'Dilo fuerte' su primer aniversario por Panamericana. 'Este primer año no ha sido fácil, he tenido que generar audiencias poco a poco y me ha costado, no lo voy a negar. Gracias a Dios la gente que nos viene siguiendo desde Latina, canal en el que estuve 5 años, no me ha dejado, los televidentes han sido generosos en poder cambiar de canal y seguirme ahora por Panamericana', dice la conductora y abogada. ¿Qué es lo que más necesitan los que acuden a 'Dilo fuerte'? Lo que quieren son más ventanas en las que tengan la opción de que se les escuche y brinde ayuda. Actualmente, con la economía muy afectada, con un gobierno indiferente y la falta de empatía, creo que necesitamos ventanas para visibilizar las necesidades y canalizar la ayuda de empresas privadas. La gente necesitan ser escuchada. ¿Cuál es la denuncia más recurrente que deben atender? La violencia en todas sus magnitudes, familiar, a la mujer, abuso sexual y tráfico cuyas estadísticas este año se han disparado. También hay muchos conflictos por propiedades que terminan en demandas y en violencia, la gente necesita que se le ayude y ve en nosotros una ventana para que exija justicia. ¿Desde que hace seis años empezaste como conductora en la televisión qué has ido puliendo en el camino? Yo sigo aprendiendo todos los días, mi trabajo en Panamericana es de aprendizaje, sobre todo en este primer año. Creo que poco a poco he podido ir mejorando en muchos aspectos, he tratado siempre de darle lo mejor al público, ser yo, rompi el estereotipo que me querían poner cuando se visibilizó el tema de la mujer violentada. Con mis errores, aciertos, asumiendo que soy una conductora empírica he tratado de seguir creciendo. Un programa en vivo que trata temas de actualidad exige un control estricto para no cometer excesos. Ahora tengo una capacitación mucha más avanzada del tema, mucho más profunda y soy una de las personas más preparadas en el tema y así mismo confío en mi equipo. Tengo los verdaderos filtros que nos van a ayudar a poder evitar excesos, ahora no ha sido nada perfecto, porque hay situaciones que no nos pueden escapar, pero inmediatamente las corregimos. Lady, si bien el programa cumple tus expectativas, ¿debes tener algún otro proyecto que emprender? Más allá de la televisión, tengo una ilusión, tengo un sueño postergado desde hace muchos años que es la casa de la mujer. Es un sueño que me embargaría mucho desde lo económico y lo emocional igual porque tendría que dedicarme enteramente a eso, pero quiero encaminarlo el próximo año. ¿Es verdad que hay un libro de por medio? Así es, en el que pues a contar un poquito de todo lo que he venido haciendo, haciendo énfasis sobre todo cómo empezó mi historia de una forma terrible, y que con el tiempo con las personas y oportunidades que me dio la vida he podido superarlo. Siempre hay que darle la vuelta a la violencia y no quedarse en lo lamentos. No voy a mentir que todo ha sido fácil, he llorado mucho y seguramente volvería a hacerlo porque es parte de la vida, pero cada cada lágrima que he podido derramar ha sido para darme más fuerza para continuar haciendo las cosas que quería. Hoy, con mi familia, mi hija, mi profesión de abogada y un programa, para mí, todo eso es una bendición que la vida me ha dado y eso debemos comunicar a la mujer que nos mira diariamente. Decirle que nada es imposible, que ellas también lo pueden hacer, solo hay que proponérselo."
"correo_2025-08-04_10","Citarán a 'empresaria' que obtuvo millonarias obras","Consejeros piden explique cómo hizo para que su empresa se vea beneficiada","Correo | Redacción","Lucero Nicole Coca Condori, la contratista de 23 años, quien se encuentra bajo escrutinio público luego de que su empresa, LC y El Constructora Consultoría y Servicios S.A.C., creada en 2023, se adjudicara dos megaproyectos del Gobierno Regional de La Libertad por más de S/ 300 millones, tendrá que dar sus verdades al Consejo Regional. El caso ha provocado investigaciones por parte de la Contraloría y el Ministerio Público, que buscan esclarecer cómo una empresa sin experiencia logró acceder a licitaciones tan importantes en tan poco tiempo. En paralelo, consejeros regionales han solicitado que Coca Condori comparezca ante el pleno del Consejo Regional para dar explicaciones. Los proyectos adjudicados son el 'Mejoramiento del Corredor Vial Norte' (S/ 121 millones) y la ampliación de los servicios del Hospital de Virú (S/ 194 millones). A través de oficios formales, los consejeros Robert de La Cruz, Frank Solórzano y María Visitación Méndez pidieron debatir su situación en las comisiones del consejo. 'El pueblo liberteño merece explicaciones', declaró De La Cruz, mientras que Solórzano instó a la empresaria a demostrar su solvencia si todo se hizo conforme a ley. También pidió aclarar cómo constituyó su empresa y elevó su capital en solo dos años. La joven contratista no ha ofrecido declaraciones, pero podría ser citada de manera obligatoria. Por su parte, el gobernador César Acuña ha intentado deslindar responsabilidades. Empresaria está en el ojo de la tormenta."
"correo_2025-08-04_10","Nacional. Censo nacional inicia hoy en todo el Perú","NA","NA","El INEI anunció que los Censos Nacionales 2025 iniciaron hoy, siendo los primeros desde 2017. La recolección de datos se realizará en más de 14 millones de viviendas a nivel nacional, mediante visitas presenciales con tabletas electrónicas, lo que permitirá obtener resultados en cinco meses. La información recolectada es clave para actualizar estadísticas en el país."
"correo_2025-08-04_10","Ayacucho. Joven madre muere al regresar de boda","NA","NA","Una joven madre identificada como Odaliz Tomayla Capocha (20) falleció, mientras su esposo e hija resultaron gravemente heridos luego de que la camioneta en la que viajaban cayera a un barranco en la comunidad en la provincia de Cangallo. El accidente ocurrió la madrugada del domingo, cuando la familia retornaba de un matrimonio en Chuschi."
