image_stem,title,subheadline,author,body
Peru21_2017-06-21_28,'Con Richard Acuña somos amigos',Brunella Horna,NA,"La modelo Brunella Horna fue ampayada —por las cámaras de Amor, amor, amor— bailando en una discoteca limeña con el congresista Richard Acuña. 'Lo conocí hace unas semanas. Sé que está soltero. Tenemos un grupo en común, pero solo somos amigos', mencionó Horna. En tanto, el congresista aseguró que no tiene ningún compromiso."
Peru21_2018-01-12_1,Suplemento especial sobre la visita del Papa,Este domingo,NA,NA
Peru21_2018-01-12_1,Pierde apoyo,Aprobación de PPK cae de 27% a 20% en un mes,NA,NA
Peru21_2018-01-12_1,Pulso Perú,Kenji Fujimori supera en siete puntos popularidad de su hermana Keiko,NA,NA
Peru21_2018-01-12_1,Mueren balseros venezolanos,Huyen de régimen chavista,NA,NA
Peru21_2018-01-12_1,“Experimenté todo tipo de acoso”,Actriz Emma Watson,NA,NA
Peru21_2018-01-12_1,Marcharon contra el indulto,Miles salieron a las calles,NA,NA
Peru21_2019-12-22_1,Rechazan la injerencia del reo Fujimori en elecciones,"Que autoridades electorales se pronuncien de inmediato, demandan expertos",NA,NA
Peru21_2019-12-22_1,Los sueños truncos de Alexandra y Gabriel,La historia de los jóvenes que perdieron la vida trabajando en McDonald's,NA,NA
Peru21_2019-12-22_1,"Popeye y Oliva, 100 años de una tira cómica",Infografía a doble página,NA,NA
Peru21_2019-12-22_1,Don Cucho: Cómo preparar un sabroso pavo,Para la mesa navideña,NA,NA
Peru21_2019-12-22_1,El libro prohibido de Sendero del Vraem,Revelaciones de sus planes de expansión,NA,NA
Peru21_2019-12-22_1,Cine: La saga 'Star Wars' y un cierre con nostalgia,El ascenso de Skywalker,NA,NA
Peru21_2019-12-22_1,"“Se tiene que investigar lo que ha pasado, tendrá que comprobarse si hay responsabilidad del INPE”.","Ministra de Justicia, Ana Teresa Revilla",NA,NA
Peru21_2023-01-22_20,Una nueva historia,El portugués Cristiano Ronaldo debuta oficialmente hoy (12:30 hora peruana) con el Al Nassr en la liga saudí.,NA,"Casi 20 días después de su histórica presentación en el Al Nassr, la hora del debut oficial llegará para Cristiano Ronaldo. El astro portugués ha sido confirmado en el once titular de su equipo, que hoy (12:30 horas de Perú) enfrentará al Al Ittifaq, por la liga saudí. Tras estrenarse con dos goles el pasado jueves en un amistoso internacional ante el Riyadh Season y el poderoso PSG de Messi, Mbappé y Neymar, 'CR7' se alista para prolongar su estadística, que lo consolida como el máximo anotador histórico del fútbol. Al Nassr confirmó en sus redes sociales la participación de Ronaldo señalando que 'todos los ojos están en Cristiano Ronaldo y su debut en el club'. En la víspera se informó que el club saudí está interesado en incorporar al brasileño Marcelo, actualmente en el Olympiakos de Grecia quien compartió largas temporadas en el Real Madrid con Ronaldo."
Peru21_2023-01-22_20,Frases,"'Es difícil comentar algo así. Como todo el mundo estoy sorprendido, impactado, en estado de shock con lo de Dani'.",Xavi,"'Es difícil comentar algo así. Como todo el mundo estoy sorprendido, impactado, en estado de shock con lo de Dani'."
Peru21_2023-01-22_20,Frases,'Queremos lograr cosas importantes. Avanzar en la Sudamericana. Hay que esperar cuándo comenzamos'.,Alexander Succar,'Queremos lograr cosas importantes. Avanzar en la Sudamericana. Hay que esperar cuándo comenzamos'.
Peru21_2023-01-22_20,Paraguayo Williams Riveros cerca de ponerse la crema,NA,NA,"En medio del conflicto que mantiene con la Federación Peruana de Fútbol, por los derechos de transmisión televisiva, Universitario quiere seguir reforzándose. En las últimas horas se conoció que el club ya habría llegado a un acuerdo con Barcelona de Ecuador por el préstamo del defensa paraguayo Williams Riveros, y en las próximas horas llegaría a Lima."
Peru21_2023-01-22_20,El líder Arsenal no la tendrá fácil ante Manchester United,NA,NA,"El líder Arsenal (47) recibe hoy al Manchester United (39) en un intento más por diferenciarse en la tabla de la Premier League, que lo tiene primero casi desde el inicio de la temporada. Un triunfo podría alejarlo más si es que Manchester City no logra dos puntos antes con una victoria sobre el Wolves. La fecha 21 empezó ayer con el empate a cero goles entre Liverpool y Chelsea."
Peru21_2023-01-22_20,Sporting Cristal le puso la mira a Luis Abram,NA,NA,"Sin equipo en el exterior para utilizar en sus servicios, el defensa de la selección Luis Abram habría recibido una oferta de Sporting Cristal para seguir los próximos seis meses, lo que incluiría su presencia en la Copa Libertadores."
Peru21_2023-01-22_20,Atlético de Madrid golea en la Liga y ya piensa en el RM,NA,NA,"Morata, Griezmann y Hermoso sellaron antes de los primeros 30 minutos en el estadio Metropolitano la goleada 3-0 del Atlético de Madrid sobre Valladolid. El triunfo le permite respirar tranquilo al equipo de Simeone en la liga, a unos días de su duelo por cuartos de final de Copa del Rey, ante el Real Madrid. Hoy, el líder Barcelona recibe al Getafe, y el Real Madrid visita Bilbao."
Peru21_2023-01-22_20,Los deportes en breves,"0-0 Empató el Cagliari, ante el Cittadella. Gianluca Lapadula jugó 90 minutos.",NA,NA
Peru21_2023-01-26_20,Guerrero de Racing,Paolo Guerrero finalmente firmó contrato con la 'Academia'. Llevará el dorsal número 22 del histórico Diego Milito.,NA,"Luego de superar las pruebas médicas y ultimar detalles de su contrato, el delantero peruano Paolo Guerrero por fin pudo estampar su firma y convertirse oficialmente en nuevo jugador del Racing Club de Avellaneda. El 'Depredador' es el fichaje estrella de la Academia. Fue el mismo club quien dio la buena nueva al publicar en sus redes sociales varias fotografías de Guerrero firmando contrato con la institución hasta diciembre de 2023. El jugador también posó con su nueva camiseta, la cual llevará el 21, mismo número que usó el goleador Diego Milito años atrás. Según informaron varios medios locales, el futbolista de 39 años firmó un contrato por productividad. Un día antes había sido sometido a exámenes médicos, los cuales dejaron resultados positivos. La llegada del 'Depredador' a Racing sacudió el mercado del fútbol argentino, que contará con el exjugador del Bayern Múnich después de 10 años en Brasil."
Peru21_2023-01-26_20,Frases,'Volver a Europa siempre ha sido mi ilusión. Soy una persona muy competitiva que siempre quiere más'.,"Alexander Callens, Nuevo defensa del Girona",'Volver a Europa siempre ha sido mi ilusión. Soy una persona muy competitiva que siempre quiere más'.
Peru21_2023-01-26_20,Frases,'Un goleador histórico vuelve a la Conmebol Libertadores. Paolo Guerrero jugará en la Academia'.,"Conmebol, Confederación celebró llegada de Guerrero",'Un goleador histórico vuelve a la Conmebol Libertadores. Paolo Guerrero jugará en la Academia'.
Peru21_2023-01-26_20,Ronaldo en busca de su primer gol con el Al Nassr,NA,NA,El portugués Cristiano Ronaldo podría mañana marcar su primer gol con la camiseta del Al Nassr cuando su equipo enfrente al Al Ittifaq por la Supercopa de Arabia Saudí. El delantero será la carta de ataque de su equipo en el encuentro que se llevará a cabo en el estadio King Fahd International de la localidad de Riaa desde la 1 de la tarde.
Peru21_2023-01-26_20,Listo el fixture de las semifinales de la Nations League,NA,NA,"Croacia, medalla de bronce en el Mundial de Qatar 2022, quedó emparejada con los Países Bajos en las semifinales de la Nations League, según el sorteo realizado ayer por la FIFA. Por otro lado, Italia y España medirán su rivalidad en la competición en la otra semifinal. Ambos encuentros se jugarán el 14 y 15 de junio, respectivamente, mientras que la final se llevará a cabo en Rotterdam el 18 de junio."
Peru21_2023-01-26_20,Perú no conoce el triunfo en el Sudamericano,NA,NA,"La selección peruana sub-20 cayó derrotada por 1-0 frente a su similar de Argentina por el Sudamericano Sub-20 que se viene desarrollando en Colombia. Gino Infantino marcó el solitario gol a los 41' para los albicelestes. En esta forma, la 'Blanquirroja' acumuló su cuarta derrota consecutiva en igual cantidad de partidos en el torneo. Antes cayó ante Brasil (1-3), Colombia (1-2) y Paraguay (0-1)."
Peru21_2023-01-26_20,Los deportes en breves,3-0 Ganó el M. United al Nottingham Forest en el partido de ida de las semifinales de la Carabao Cup.,NA,NA
Peru21_2023-01-26_20,Barcelona vence a la Real Sociedad y avanza en la Copa,NA,NA,"El Barcelona venció ayer en el Camp Nou por 1-0 a la Real Sociedad en los cuartos de final de la Copa del Rey con un gol de Ousmane Dembélé en el minuto 52 ante un conjunto visitante con un jugador menos desde el minuto 40 por la expulsión de Brais Méndez por una entrada a Sergio Busquets. Hoy será el turno del albiceleste, el Real Madrid, que enfrentará desde las 3 pm al Atlético de Madrid en el Santiago Bernabéu."
peru21_2021-08-02_8,"La colaboración eficaz está en peligro, coinciden expertos",Iniciativa no fue observada por el expresidente Sagasti y ahora depende de Pedro Castillo.,Carlos Viguria Chávez,"La cuestionada cuarta legislatura que realizó el Congreso pasado aprobó, el pasado 17 de julio, reformas al proceso de colaboración eficaz, una herramienta jurídica que ha permitido al Ministerio Público llevar adelante investigaciones de lucha contra el crimen organizado y la corrupción. Los cambios a la norma han sido criticados desde varios frentes, por tener el potencial de afectar la labor de la Fiscalía. Precisamente las críticas fueron planteadas desde el Ejecutivo por la exprimera ministra Violeta Bermúdez y del exministro de Justicia, Eduardo Vega. A pesar de ello, la autógrafa de ley no fue observada por el expresidente Francisco Sagasti por lo que ahora está en manos del mandatario Pedro Castillo tomar acciones contra esta reforma que podría afectar futuras investigaciones de casos emblemáticos como Odebrecht y Los Dinámicos del Centro. Justamente en este último caso, la información de colaboradores eficaces ha llevado a que la Fiscalía solicite que Vladimir Cerrón, dueño del partido de gobierno Perú Libre, sea incorporado a esta investigación. La observación de la autógrafa depende de Castillo. RECHAZO UNÁNIME. Expertos consultados por Perú21 han coincidido en que la autógrafa debe ser observada por el Ejecutivo. Fuentes del Ministerio de Justicia señalaron que la autógrafa puede poner en riesgo la futura y debilitar el proceso de colaboración eficaz y que es “contraproducente al sistema de justicia”. “La posición del Ministerio de Justicia es observar esta norma (sobre colaboración eficaz)”, Eduardo Vega, exministro de Justicia. Ministerio Público explicaron que la reforma es “absolutamente perjudicial” para la lucha contra la corrupción y la labor de investigación porque está “alejada de la realidad”. Esto se debe a que la reforma otorga cuatro meses para llevar a cabo el proceso de colaboración eficaz, un plazo que consideran “insuficiente e imposible” para investigaciones complejas sobre crimen organizado corporativo, donde los delincuentes se valen de mecanismos especializados para evitar ser perseguidos penalmente. “Utilizan técnicas sofisticadas, sistemas encriptados, contabilidades paralelas y se requiere llegar a acuerdos con entidades extranjeras. Por experiencia, nos ha tomado alrededor de dos años (una colaboración)”, contaron algunas fuentes fiscales. Igual opinó el exprocurador anticorrupción, Amado Enco, pues un plazo así “genera serios riesgos a la investigación, es insuficiente y poco razonable”. Agregó que el proyecto incluye requisitos contraproducentes como incluir al fiscal superior en diligencias. “Genera riesgo a la reserva de la información, representa un acto de injerencia y atenta contra el principio de autonomía funcional de fiscales a cargo”, aseveró el exprocurador. Enco expresó que lo aprobado por el Parlamento “no suma en la lucha contra la corrupción, por el contrario, entorpece al Ministerio Público. Si la norma prospera, muchas investigaciones se verían seriamente afectadas, como Lava Jato, Cuellos Blancos, entre otros”. Por otro lado, el abogado penalista Ricardo Elías manifestó que la iniciativa establece trámites innecesarios como levantar en acta una grabación fílmica de las entrevistas y la participación de la Policía, lo cual podría desincentivar la colaboración eficaz por poner en riesgo la identidad de colaboradores. “Tal como está redactada la norma, pareciera ser más sencillo revocar los acuerdos de colaboración. La norma parece inclinar la balanza a favor de los investigados”, declaró Elías. Las fuentes del Ministerio Público fueron categóricas en este aspecto: “El proyecto parece haber sido redactado por abogados de investigados. Prohíbe el uso de pruebas obtenidas cuando el proceso no ha concluido ni ha sido homologado. Eso es un argumento que la defensa siempre dice en audiencias”. Otros cuestionamientos en la Fiscalía a la autógrafa es prohibir el uso de testimonios que no se corroboran en otros y que se haya cambiado el término “colaborador” por postulante. Los abogados de los investigados siempre sostuvieron que no existe colaboración hasta que lo diga el juez, y eso es falso."
peru21_2021-09-12_8,El caso Soras: 117 personas fueron asesinadas en 12 horas,"El 16 de julio de 1984, sanguinario grupo terrorista arrasó con seis caseríos en Ayacucho.",Mayra Calderón,"La masacre de Soras ha sido calificada como la peor barbarie del grupo terrorista Sendero Luminoso, planificada por el ahora fallecido Abimael Guzmán y ejecutada por Víctor Quispe Palomino, alias “camarada José”, hoy escondido en el Vraem. Entre 1983 y 1984 varias comunidades campesinas del sur y norte de Ayacucho vivieron un terror inenarrable de los grupos senderistas. Especialmente Soras, ubicada en el distrito de Sucre. En un contexto social marcado por la pobreza y el olvido de los gobiernos de turno. Los senderistas imponían nuevas reglas de convivencia, además de torturas y asesinatos de ancianos, mujeres y niños. Fue así que los rondones de seis caseríos entre Sucre y Lucanas se organizaron para enfrentar al terror ante la impotencia del Estado. Los hechos ocurrieron el 16 de julio de 1984. Uno de los buses de la empresa Expreso Cabanino, que cubría la ruta de Lima a Soras, fue secuestrado con 17 personas a bordo por la columna militar del “camarada José”. Eran 40 senderistas vestidos de policías que abordaron el bus a la altura de Chalhuanca, en Lucanas. Los terroristas no solo asesinaron a los pasajeros en el camino, sino que fueron cubriendo de sangre a cinco caseríos más de la pampa. Doce Corral, Chaupimayo y Lucanapampa. Doce Comunidades. En un solo día asesinaron sin piedad a 117 personas. La masacre fue “un ejemplo” para 25 comunidades de la cuenca del río Chicha que habían acordado enfrentar a Sendero Luminoso. Ese día hombres, mujeres y niños murieron asesinados con piedras, picos, machetes y balas. DE UN BALAZO. Diana Lawega es hija de Olimpo, dirigente de la zona. Sus dos dirigentes frente a todo el pueblo acordaron una serie de acciones de lucha contra los terroristas, que se encontraban en la zona y cuyo único objetivo era tomar el control de todo el territorio. La masacre fue una demostración de crueldad contra la cúpula de Sendero Luminoso y contra Víctor Quispe Palomino por ser el autor mediato. Se inició la investigación fiscal que calificó los hechos como crimen de lesa humanidad. Como el caso fue declarado complejo, las víctimas de Soras acudieron al despacho de la entonces presidenta de la Comisión de Justicia del Congreso, Marisol Pérez Tello, quien viajó hasta Ayacucho y le dio visibilidad al hecho. “El apoyo que habíamos hecho con mi equipo fue documentar con el Ministerio Público y la Procuraduría del Estado. Recaudamos fondos con el respaldo del presidente del Congreso para las exhumaciones, se encontraron documentos a Abimael Guzmán y desde la Comisión de Justicia se hicieron todos los esfuerzos. No podía creer cómo un hecho tan dramático había permanecido oculto tanto tiempo, es algo que no se puede volver a repetir. Lo que pasó fue un horror”, manifestó. ASÍ NACIÓ EL CASO. Pasaron 28 años para que el caso fuera rescatado por el exprocurador anticorrupción Julio Galindo. “Yo tengo como cierta la información de que los integrantes de la cúpula de Sendero, entre ellos Morote Liendo, iban a salir en libertad el 12 de junio de 2013. Pero estas personas cometieron tantos delitos que no me pareció justo dejarlos salir, fui hasta la Fiscalía de Ayacucho y desenmarañé el caso de Soras. Estos sanguinarios se vengaron de estos pobres campesinos con aproximadamente 200 muertos. No fue una muerte como cualquier asesinato porque eran familias, niños y mujeres que fueron masacrados”, recordó el exprocurador antiterrorismo. En diciembre de 2012, la Fiscalía de Ayacucho formalizó el delito de asesinato con gran crueldad contra la cúpula de Sendero Luminoso y contra Víctor Quispe Palomino por ser el autor mediato. Se inició la investigación fiscal que calificó los hechos como crimen de lesa humanidad. Actualmente se logró una acusación fiscal que espera ser vista en la Sala Penal Nacional de Delitos de Terrorismo. La Fiscalía ha pedido una pena de cadena perpetua para toda la cúpula del Comité Central de Sendero Luminoso y para Víctor Quispe Palomino, el autor material de la masacre. Abimael Guzmán ya no podrá ser juzgado por este hecho, pero el resto de la cúpula debe ser condenada."
